utc,month,hour,dayofweek,tmpc,mw2day,mw7day,potential
2017-01-01 00:00:00,1,0,6,-3.383,9539.0,8138.0,1429.0
2017-01-01 01:00:00,1,1,6,-3.764,9158.0,7597.0,1421.0
2017-01-01 02:00:00,1,2,6,-4.12,8958.0,7291.0,1333.0
2017-01-01 03:00:00,1,3,6,-4.426,8818.0,7150.0,1180.5
2017-01-01 04:00:00,1,4,6,-4.569,9018.0,7186.0,1035.5
2017-01-01 05:00:00,1,5,6,-4.635,9522.0,7231.0,944.5
2017-01-01 06:00:00,1,6,6,-4.664,9937.0,7232.0,905.5
2017-01-01 07:00:00,1,7,6,-4.607,10541.0,7571.0,982.0
2017-01-01 08:00:00,1,8,6,-4.168,10737.0,8004.0,1081.5
2017-01-01 09:00:00,1,9,6,-3.329,10694.0,8456.0,1142.0
2017-01-01 10:00:00,1,10,6,-2.396,10743.0,8749.0,1051.0
2017-01-01 11:00:00,1,11,6,-1.645,10638.0,8903.0,1064.5
2017-01-01 12:00:00,1,12,6,-1.15,10450.0,8837.0,811.5
2017-01-01 13:00:00,1,13,6,-0.928,10290.0,8626.0,752.5
2017-01-01 14:00:00,1,14,6,-1.027,10372.0,8514.0,664.0
2017-01-01 15:00:00,1,15,6,-1.311,10615.0,8541.0,737.5
2017-01-01 16:00:00,1,16,6,-1.473,11424.0,8913.0,814.5
2017-01-01 17:00:00,1,17,6,-1.509,11480.0,9034.0,953.5
2017-01-01 18:00:00,1,18,6,-1.5,11121.0,8971.0,1117.0
2017-01-01 19:00:00,1,19,6,-1.43,10578.0,8690.0,1067.0
2017-01-01 20:00:00,1,20,6,-1.317,10054.0,8428.0,997.0
2017-01-01 21:00:00,1,21,6,-1.122,10327.0,8676.0,946.5
2017-01-01 22:00:00,1,22,6,-0.914,10481.0,8695.0,905.5
2017-01-01 23:00:00,1,23,6,-0.717,9942.0,8125.0,947.0
2017-01-02 00:00:00,1,0,0,-0.584,9490.0,7687.0,817.0
2017-01-02 01:00:00,1,1,0,-0.413,9005.0,7317.0,896.0
2017-01-02 02:00:00,1,2,0,-0.262,8692.0,7157.0,950.0
2017-01-02 03:00:00,1,3,0,-0.122,8543.0,7162.0,1050.5
2017-01-02 04:00:00,1,4,0,-0.065,8602.0,7472.0,1284.5
2017-01-02 05:00:00,1,5,0,-0.052,8849.0,8003.0,1774.5
2017-01-02 06:00:00,1,6,0,-0.258,9023.0,8304.0,2213.5
2017-01-02 07:00:00,1,7,0,-0.396,9610.0,8958.0,2753.0
2017-01-02 08:00:00,1,8,0,0.113,10142.0,9485.0,3022.5
2017-01-02 09:00:00,1,9,0,1.658,10540.0,9905.0,2968.0
2017-01-02 10:00:00,1,10,0,2.751,10667.0,10116.0,2787.0
2017-01-02 11:00:00,1,11,0,3.502,10677.0,9875.0,2596.5
2017-01-02 12:00:00,1,12,0,3.853,10600.0,9542.0,2148.5
2017-01-02 13:00:00,1,13,0,3.402,10471.0,9410.0,2047.5
2017-01-02 14:00:00,1,14,0,1.924,10526.0,9588.0,2034.0
2017-01-02 15:00:00,1,15,0,0.284,10672.0,9717.0,2266.5
2017-01-02 16:00:00,1,16,0,-0.132,11229.0,10570.0,2598.5
2017-01-02 17:00:00,1,17,0,-0.172,11107.0,10651.0,2640.5
2017-01-02 18:00:00,1,18,0,-0.166,10623.0,10242.0,2510.0
2017-01-02 19:00:00,1,19,0,-0.21,10209.0,9759.0,2071.0
2017-01-02 20:00:00,1,20,0,-0.278,9937.0,9253.0,1813.0
2017-01-02 21:00:00,1,21,0,-0.368,10185.0,9496.0,1786.5
2017-01-02 22:00:00,1,22,0,-0.51,10393.0,9475.0,1704.5
2017-01-02 23:00:00,1,23,0,-0.674,10109.0,8799.0,1666.0
2017-01-03 00:00:00,1,0,1,-0.71,9772.0,8322.0,1434.0
2017-01-03 01:00:00,1,1,1,-0.605,9354.0,7970.0,1481.0
2017-01-03 02:00:00,1,2,1,-0.519,8980.0,7799.0,1542.0
2017-01-03 03:00:00,1,3,1,-0.522,8676.0,7813.0,1632.5
2017-01-03 04:00:00,1,4,1,-0.651,8531.0,8082.0,1969.5
2017-01-03 05:00:00,1,5,1,-0.791,8533.0,8718.0,2755.5
2017-01-03 06:00:00,1,6,1,-0.896,8390.0,9305.0,3509.5
2017-01-03 07:00:00,1,7,1,-1.069,8501.0,10027.0,4242.0
2017-01-03 08:00:00,1,8,1,-0.749,8761.0,10331.0,4316.5
2017-01-03 09:00:00,1,9,1,0.176,9128.0,10380.0,4147.0
2017-01-03 10:00:00,1,10,1,1.217,9464.0,10465.0,3900.0
2017-01-03 11:00:00,1,11,1,2.2,9734.0,10405.0,3398.5
2017-01-03 12:00:00,1,12,1,2.784,9719.0,10235.0,3146.5
2017-01-03 13:00:00,1,13,1,2.828,9535.0,10072.0,3236.5
2017-01-03 14:00:00,1,14,1,2.411,9478.0,10133.0,3316.0
2017-01-03 15:00:00,1,15,1,1.746,9527.0,10396.0,3357.5
2017-01-03 16:00:00,1,16,1,1.358,10039.0,11234.0,3525.5
2017-01-03 17:00:00,1,17,1,1.184,10244.0,11239.0,3371.5
2017-01-03 18:00:00,1,18,1,1.154,10194.0,10797.0,3098.0
2017-01-03 19:00:00,1,19,1,1.148,9975.0,10241.0,2692.0
2017-01-03 20:00:00,1,20,1,1.214,9736.0,9828.0,2248.0
2017-01-03 21:00:00,1,21,1,1.368,9968.0,10073.0,2169.5
2017-01-03 22:00:00,1,22,1,1.619,10014.0,10111.0,1955.5
2017-01-03 23:00:00,1,23,1,1.826,9551.0,9590.0,1878.0
2017-01-04 00:00:00,1,0,2,1.96,9160.0,9091.0,1695.0
2017-01-04 01:00:00,1,1,2,2.258,8829.0,8701.0,1644.0
2017-01-04 02:00:00,1,2,2,2.783,8597.0,8486.0,1700.0
2017-01-04 03:00:00,1,3,2,3.188,8546.0,8456.0,1721.5
2017-01-04 04:00:00,1,4,2,3.499,8780.0,8688.0,2117.5
2017-01-04 05:00:00,1,5,2,3.703,9363.0,9307.0,2786.5
2017-01-04 06:00:00,1,6,2,3.765,9698.0,9741.0,3537.5
2017-01-04 07:00:00,1,7,2,3.793,10272.0,10352.0,4246.0
2017-01-04 08:00:00,1,8,2,3.864,10702.0,10647.0,4390.5
2017-01-04 09:00:00,1,9,2,4.304,10954.0,10894.0,4303.0
2017-01-04 10:00:00,1,10,2,4.804,11200.0,11090.0,4037.0
2017-01-04 11:00:00,1,11,2,5.14,11266.0,11066.0,3617.5
2017-01-04 12:00:00,1,12,2,5.095,11056.0,10906.0,3071.5
2017-01-04 13:00:00,1,13,2,4.644,10830.0,10713.0,3050.5
2017-01-04 14:00:00,1,14,2,3.794,10848.0,10718.0,2951.0
2017-01-04 15:00:00,1,15,2,2.703,11056.0,10887.0,3014.5
2017-01-04 16:00:00,1,16,2,2.315,11823.0,11542.0,3213.5
2017-01-04 17:00:00,1,17,2,2.425,11931.0,11501.0,3349.5
2017-01-04 18:00:00,1,18,2,2.551,11587.0,11053.0,3136.0
2017-01-04 19:00:00,1,19,2,2.515,10979.0,10497.0,2716.0
2017-01-04 20:00:00,1,20,2,2.486,10552.0,10080.0,2458.0
2017-01-04 21:00:00,1,21,2,2.325,10808.0,10380.0,2403.5
2017-01-04 22:00:00,1,22,2,2.143,10813.0,10390.0,2228.5
2017-01-04 23:00:00,1,23,2,1.939,10270.0,9933.0,2207.0
2017-01-05 00:00:00,1,0,3,1.81,9777.0,9417.0,1983.0
2017-01-05 01:00:00,1,1,3,1.445,9414.0,9007.0,1972.0
2017-01-05 02:00:00,1,2,3,1.094,9189.0,8779.0,2013.0
2017-01-05 03:00:00,1,3,3,0.683,9128.0,8717.0,2110.5
2017-01-05 04:00:00,1,4,3,0.51,9465.0,8991.0,2504.5
2017-01-05 05:00:00,1,5,3,0.466,10344.0,9623.0,3139.5
2017-01-05 06:00:00,1,6,3,0.534,10994.0,10001.0,3874.5
2017-01-05 07:00:00,1,7,3,0.559,11761.0,10563.0,4529.0
2017-01-05 08:00:00,1,8,3,0.993,11996.0,10924.0,4634.5
2017-01-05 09:00:00,1,9,3,1.715,12133.0,11043.0,4271.0
2017-01-05 10:00:00,1,10,3,2.254,12313.0,11084.0,3993.0
2017-01-05 11:00:00,1,11,3,2.673,12068.0,10998.0,3570.5
2017-01-05 12:00:00,1,12,3,2.747,12054.0,10767.0,3140.5
2017-01-05 13:00:00,1,13,3,2.465,12019.0,10597.0,3098.5
2017-01-05 14:00:00,1,14,3,1.168,12130.0,10632.0,3259.0
2017-01-05 15:00:00,1,15,3,-1.339,12147.0,10853.0,3393.5
2017-01-05 16:00:00,1,16,3,-2.376,12750.0,11604.0,3713.5
2017-01-05 17:00:00,1,17,3,-2.789,12662.0,11643.0,3759.5
2017-01-05 18:00:00,1,18,3,-3.224,12175.0,11185.0,3506.0
2017-01-05 19:00:00,1,19,3,-3.638,11600.0,10620.0,3167.0
2017-01-05 20:00:00,1,20,3,-4.005,10987.0,10217.0,2835.0
2017-01-05 21:00:00,1,21,3,-4.282,11191.0,10508.0,2859.5
2017-01-05 22:00:00,1,22,3,-4.453,11064.0,10471.0,2762.5
2017-01-05 23:00:00,1,23,3,-4.559,10482.0,9990.0,2803.0
2017-01-06 00:00:00,1,0,4,-4.6,10038.0,9539.0,2660.0
2017-01-06 01:00:00,1,1,4,-4.717,9577.0,9158.0,2660.0
2017-01-06 02:00:00,1,2,4,-4.76,9347.0,8958.0,2684.0
2017-01-06 03:00:00,1,3,4,-4.408,9217.0,8818.0,2835.5
2017-01-06 04:00:00,1,4,4,-4.211,9613.0,9018.0,3115.5
2017-01-06 05:00:00,1,5,4,-4.193,10375.0,9522.0,3782.5
2017-01-06 06:00:00,1,6,4,-4.282,11022.0,9937.0,4477.5
2017-01-06 07:00:00,1,7,4,-4.34,11765.0,10541.0,5163.0
2017-01-06 08:00:00,1,8,4,-3.953,12070.0,10737.0,5191.5
2017-01-06 09:00:00,1,9,4,-3.026,12289.0,10694.0,4799.0
2017-01-06 10:00:00,1,10,4,-1.763,12450.0,10743.0,4363.0
2017-01-06 11:00:00,1,11,4,-0.912,12287.0,10638.0,3921.5
2017-01-06 12:00:00,1,12,4,-0.523,11979.0,10450.0,3492.5
2017-01-06 13:00:00,1,13,4,-0.532,11833.0,10290.0,3360.5
2017-01-06 14:00:00,1,14,4,-1.116,11765.0,10372.0,3421.0
2017-01-06 15:00:00,1,15,4,-2.973,11804.0,10615.0,3495.5
2017-01-06 16:00:00,1,16,4,-3.685,12438.0,11424.0,3815.5
2017-01-06 17:00:00,1,17,4,-3.824,12640.0,11480.0,3654.5
2017-01-06 18:00:00,1,18,4,-3.972,12213.0,11121.0,3313.0
2017-01-06 19:00:00,1,19,4,-4.118,11624.0,10578.0,3021.0
2017-01-06 20:00:00,1,20,4,-4.25,11197.0,10054.0,2569.0
2017-01-06 21:00:00,1,21,4,-4.327,11425.0,10327.0,2628.5
2017-01-06 22:00:00,1,22,4,-4.434,11337.0,10481.0,2652.5
2017-01-06 23:00:00,1,23,4,-4.436,10811.0,9942.0,2684.0
2017-01-07 00:00:00,1,0,5,-4.441,10326.0,9490.0,2404.0
2017-01-07 01:00:00,1,1,5,-4.412,9905.0,9005.0,2299.0
2017-01-07 02:00:00,1,2,5,-4.297,9660.0,8692.0,2337.0
2017-01-07 03:00:00,1,3,5,-4.088,9606.0,8543.0,2214.5
2017-01-07 04:00:00,1,4,5,-3.81,10000.0,8602.0,2241.5
2017-01-07 05:00:00,1,5,5,-3.742,10728.0,8849.0,2396.5
2017-01-07 06:00:00,1,6,5,-3.687,11359.0,9023.0,2763.5
2017-01-07 07:00:00,1,7,5,-3.558,12048.0,9610.0,3365.0
2017-01-07 08:00:00,1,8,5,-3.303,12314.0,10142.0,3836.5
2017-01-07 09:00:00,1,9,5,-2.946,12257.0,10540.0,3947.0
2017-01-07 10:00:00,1,10,5,-2.48,12406.0,10667.0,3649.0
2017-01-07 11:00:00,1,11,5,-1.911,12240.0,10677.0,3502.5
2017-01-07 12:00:00,1,12,5,-1.457,12048.0,10600.0,3038.5
2017-01-07 13:00:00,1,13,5,-0.973,11881.0,10471.0,2873.5
2017-01-07 14:00:00,1,14,5,-0.657,12073.0,10526.0,2756.0
2017-01-07 15:00:00,1,15,5,-0.434,12183.0,10672.0,2864.5
2017-01-07 16:00:00,1,16,5,-0.082,12938.0,11229.0,3020.5
2017-01-07 17:00:00,1,17,5,0.308,13050.0,11107.0,2844.5
2017-01-07 18:00:00,1,18,5,0.731,12583.0,10623.0,2667.0
2017-01-07 19:00:00,1,19,5,1.148,12075.0,10209.0,2283.0
2017-01-07 20:00:00,1,20,5,1.475,11574.0,9937.0,2114.0
2017-01-07 21:00:00,1,21,5,1.704,11881.0,10185.0,1991.5
2017-01-07 22:00:00,1,22,5,1.872,11871.0,10393.0,1948.5
2017-01-07 23:00:00,1,23,5,1.952,11407.0,10109.0,1998.0
2017-01-08 00:00:00,1,0,6,1.981,11003.0,9772.0,1774.0
2017-01-08 01:00:00,1,1,6,1.974,10593.0,9354.0,1760.0
2017-01-08 02:00:00,1,2,6,1.961,10331.0,8980.0,1728.0
2017-01-08 03:00:00,1,3,6,1.969,10331.0,8676.0,1818.5
2017-01-08 04:00:00,1,4,6,2.025,10611.0,8531.0,1708.5
2017-01-08 05:00:00,1,5,6,2.038,11371.0,8533.0,1724.5
2017-01-08 06:00:00,1,6,6,2.018,11962.0,8390.0,1945.5
2017-01-08 07:00:00,1,7,6,2.009,12682.0,8501.0,2286.0
2017-01-08 08:00:00,1,8,6,2.348,12871.0,8761.0,2629.5
2017-01-08 09:00:00,1,9,6,3.014,12785.0,9128.0,2823.0
2017-01-08 10:00:00,1,10,6,3.59,12776.0,9464.0,2763.0
2017-01-08 11:00:00,1,11,6,4.028,12591.0,9734.0,2707.5
2017-01-08 12:00:00,1,12,6,4.309,12400.0,9719.0,2273.5
2017-01-08 13:00:00,1,13,6,4.243,12143.0,9535.0,2056.5
2017-01-08 14:00:00,1,14,6,3.708,12235.0,9478.0,1928.0
2017-01-08 15:00:00,1,15,6,2.98,12285.0,9527.0,1961.5
2017-01-08 16:00:00,1,16,6,2.566,13040.0,10039.0,2136.5
2017-01-08 17:00:00,1,17,6,2.194,12945.0,10244.0,2340.5
2017-01-08 18:00:00,1,18,6,1.844,12390.0,10194.0,2401.0
2017-01-08 19:00:00,1,19,6,1.618,11929.0,9975.0,2225.0
2017-01-08 20:00:00,1,20,6,1.5,11308.0,9736.0,1938.0
2017-01-08 21:00:00,1,21,6,1.431,11650.0,9968.0,1631.5
2017-01-08 22:00:00,1,22,6,1.378,11761.0,10014.0,1449.5
2017-01-08 23:00:00,1,23,6,1.322,11288.0,9551.0,1527.0
2017-01-09 00:00:00,1,0,0,1.259,10747.0,9160.0,1296.0
2017-01-09 01:00:00,1,1,0,1.209,10232.0,8829.0,1395.0
2017-01-09 02:00:00,1,2,0,1.174,9984.0,8597.0,1626.0
2017-01-09 03:00:00,1,3,0,1.119,9710.0,8546.0,1871.5
2017-01-09 04:00:00,1,4,0,1.104,9737.0,8780.0,2312.5
2017-01-09 05:00:00,1,5,0,1.078,9985.0,9363.0,3477.5
2017-01-09 06:00:00,1,6,0,1.065,10248.0,9698.0,4552.5
2017-01-09 07:00:00,1,7,0,1.076,10884.0,10272.0,5026.0
2017-01-09 08:00:00,1,8,0,1.336,11516.0,10702.0,4865.5
2017-01-09 09:00:00,1,9,0,1.813,11933.0,10954.0,4622.0
2017-01-09 10:00:00,1,10,0,2.368,12062.0,11200.0,4262.0
2017-01-09 11:00:00,1,11,0,2.863,12172.0,11266.0,3734.5
2017-01-09 12:00:00,1,12,0,3.212,11946.0,11056.0,3543.5
2017-01-09 13:00:00,1,13,0,3.422,11656.0,10830.0,3607.5
2017-01-09 14:00:00,1,14,0,3.323,11570.0,10848.0,3579.0
2017-01-09 15:00:00,1,15,0,2.869,11654.0,11056.0,3684.5
2017-01-09 16:00:00,1,16,0,2.621,12245.0,11823.0,3763.5
2017-01-09 17:00:00,1,17,0,2.499,12135.0,11931.0,3623.5
2017-01-09 18:00:00,1,18,0,2.538,11744.0,11587.0,3272.0
2017-01-09 19:00:00,1,19,0,2.655,11191.0,10979.0,2902.0
2017-01-09 20:00:00,1,20,0,2.682,10853.0,10552.0,2398.0
2017-01-09 21:00:00,1,21,0,2.71,11013.0,10808.0,2102.5
2017-01-09 22:00:00,1,22,0,2.722,11057.0,10813.0,1832.5
2017-01-09 23:00:00,1,23,0,2.756,10602.0,10270.0,1837.0
2017-01-10 00:00:00,1,0,1,2.894,10117.0,9777.0,1649.0
2017-01-10 01:00:00,1,1,1,2.872,9693.0,9414.0,1796.0
2017-01-10 02:00:00,1,2,1,2.622,9375.0,9189.0,1896.0
2017-01-10 03:00:00,1,3,1,2.165,9314.0,9128.0,2142.5
2017-01-10 04:00:00,1,4,1,1.69,9204.0,9465.0,2695.5
2017-01-10 05:00:00,1,5,1,1.426,9313.0,10344.0,3729.5
2017-01-10 06:00:00,1,6,1,1.364,9430.0,10994.0,4774.5
2017-01-10 07:00:00,1,7,1,1.301,9805.0,11761.0,5120.0
2017-01-10 08:00:00,1,8,1,1.743,10309.0,11996.0,4926.5
2017-01-10 09:00:00,1,9,1,2.443,10809.0,12133.0,4639.0
2017-01-10 10:00:00,1,10,1,3.024,11176.0,12313.0,4320.0
2017-01-10 11:00:00,1,11,1,3.429,11377.0,12068.0,3918.5
2017-01-10 12:00:00,1,12,1,3.716,11181.0,12054.0,3741.5
2017-01-10 13:00:00,1,13,1,3.812,10839.0,12019.0,3729.5
2017-01-10 14:00:00,1,14,1,3.432,10742.0,12130.0,3664.0
2017-01-10 15:00:00,1,15,1,2.678,10751.0,12147.0,3555.5
2017-01-10 16:00:00,1,16,1,2.108,11361.0,12750.0,3817.5
2017-01-10 17:00:00,1,17,1,1.842,11631.0,12662.0,3761.5
2017-01-10 18:00:00,1,18,1,1.631,11478.0,12175.0,3467.0
2017-01-10 19:00:00,1,19,1,1.679,11133.0,11600.0,3139.0
2017-01-10 20:00:00,1,20,1,2.086,10677.0,10987.0,2668.0
2017-01-10 21:00:00,1,21,1,2.316,10653.0,11191.0,2426.5
2017-01-10 22:00:00,1,22,1,2.301,10558.0,11064.0,2303.5
2017-01-10 23:00:00,1,23,1,2.23,10131.0,10482.0,2147.0
2017-01-11 00:00:00,1,0,2,2.281,9639.0,10038.0,1940.0
2017-01-11 01:00:00,1,1,2,2.172,9328.0,9577.0,1974.0
2017-01-11 02:00:00,1,2,2,2.036,9273.0,9347.0,1943.0
2017-01-11 03:00:00,1,3,2,1.957,9367.0,9217.0,2047.5
2017-01-11 04:00:00,1,4,2,1.84,9808.0,9613.0,2345.5
2017-01-11 05:00:00,1,5,2,1.778,11066.0,10375.0,3267.5
2017-01-11 06:00:00,1,6,2,1.878,12037.0,11022.0,4417.5
2017-01-11 07:00:00,1,7,2,2.494,12545.0,11765.0,4866.0
2017-01-11 08:00:00,1,8,2,3.697,12545.0,12070.0,4701.5
2017-01-11 09:00:00,1,9,2,4.767,12608.0,12289.0,4246.0
2017-01-11 10:00:00,1,10,2,5.649,12675.0,12450.0,3860.0
2017-01-11 11:00:00,1,11,2,6.86,12404.0,12287.0,3379.5
2017-01-11 12:00:00,1,12,2,7.954,12451.0,11979.0,3078.5
2017-01-11 13:00:00,1,13,2,8.155,12390.0,11833.0,3158.5
2017-01-11 14:00:00,1,14,2,7.462,12393.0,11765.0,2978.0
2017-01-11 15:00:00,1,15,2,6.101,12474.0,11804.0,2890.5
2017-01-11 16:00:00,1,16,2,4.775,12988.0,12438.0,3176.5
2017-01-11 17:00:00,1,17,2,3.825,12914.0,12640.0,3176.5
2017-01-11 18:00:00,1,18,2,3.255,12349.0,12213.0,2888.0
2017-01-11 19:00:00,1,19,2,2.969,11810.0,11624.0,2491.0
2017-01-11 20:00:00,1,20,2,2.768,11137.0,11197.0,2092.0
2017-01-11 21:00:00,1,21,2,2.711,11124.0,11425.0,1894.5
2017-01-11 22:00:00,1,22,2,2.856,10941.0,11337.0,1741.5
2017-01-11 23:00:00,1,23,2,2.998,10441.0,10811.0,1688.0
2017-01-12 00:00:00,1,0,3,3.096,9992.0,10326.0,1535.0
2017-01-12 01:00:00,1,1,3,3.105,9729.0,9905.0,1590.0
2017-01-12 02:00:00,1,2,3,3.066,9543.0,9660.0,1695.0
2017-01-12 03:00:00,1,3,3,2.953,9638.0,9606.0,1891.5
2017-01-12 04:00:00,1,4,3,2.853,10191.0,10000.0,2323.5
2017-01-12 05:00:00,1,5,3,2.823,11318.0,10728.0,3315.5
2017-01-12 06:00:00,1,6,3,2.72,12259.0,11359.0,4389.5
2017-01-12 07:00:00,1,7,3,2.556,12639.0,12048.0,4708.0
2017-01-12 08:00:00,1,8,3,2.691,12606.0,12314.0,4597.5
2017-01-12 09:00:00,1,9,3,3.383,12625.0,12257.0,4363.0
2017-01-12 10:00:00,1,10,3,4.223,12733.0,12406.0,3986.0
2017-01-12 11:00:00,1,11,3,4.615,12588.0,12240.0,3522.5
2017-01-12 12:00:00,1,12,3,4.542,12649.0,12048.0,3308.5
2017-01-12 13:00:00,1,13,3,4.165,12512.0,11881.0,3383.5
2017-01-12 14:00:00,1,14,3,3.692,12478.0,12073.0,3525.0
2017-01-12 15:00:00,1,15,3,3.32,12345.0,12183.0,3663.5
2017-01-12 16:00:00,1,16,3,3.027,13042.0,12938.0,3787.5
2017-01-12 17:00:00,1,17,3,2.482,13052.0,13050.0,3614.5
2017-01-12 18:00:00,1,18,3,1.631,12544.0,12583.0,3199.0
2017-01-12 19:00:00,1,19,3,1.319,12047.0,12075.0,2942.0
2017-01-12 20:00:00,1,20,3,1.696,11407.0,11574.0,2564.0
2017-01-12 21:00:00,1,21,3,2.283,11448.0,11881.0,2469.5
2017-01-12 22:00:00,1,22,3,2.329,11412.0,11871.0,2374.5
2017-01-12 23:00:00,1,23,3,1.574,10751.0,11407.0,2309.0
2017-01-13 00:00:00,1,0,4,1.196,10283.0,11003.0,2145.0
2017-01-13 01:00:00,1,1,4,1.238,9907.0,10593.0,2308.0
2017-01-13 02:00:00,1,2,4,1.43,9590.0,10331.0,2415.0
2017-01-13 03:00:00,1,3,4,1.416,9543.0,10331.0,2571.5
2017-01-13 04:00:00,1,4,4,1.291,9841.0,10611.0,2911.5
2017-01-13 05:00:00,1,5,4,1.105,10856.0,11371.0,3924.5
2017-01-13 06:00:00,1,6,4,0.919,11902.0,11962.0,4874.5
2017-01-13 07:00:00,1,7,4,0.784,12385.0,12682.0,5220.0
2017-01-13 08:00:00,1,8,4,0.865,12381.0,12871.0,5138.5
2017-01-13 09:00:00,1,9,4,1.264,12232.0,12785.0,4828.0
2017-01-13 10:00:00,1,10,4,1.818,12273.0,12776.0,4395.0
2017-01-13 11:00:00,1,11,4,2.077,12049.0,12591.0,3923.5
2017-01-13 12:00:00,1,12,4,1.718,11986.0,12400.0,3629.5
2017-01-13 13:00:00,1,13,4,1.195,11941.0,12143.0,3713.5
2017-01-13 14:00:00,1,14,4,1.031,11792.0,12235.0,3684.0
2017-01-13 15:00:00,1,15,4,1.482,11680.0,12285.0,3682.5
2017-01-13 16:00:00,1,16,4,2.338,12401.0,13040.0,3660.5
2017-01-13 17:00:00,1,17,4,2.797,12467.0,12945.0,3473.5
2017-01-13 18:00:00,1,18,4,2.838,11965.0,12390.0,3164.0
2017-01-13 19:00:00,1,19,4,2.698,11399.0,11929.0,2788.0
2017-01-13 20:00:00,1,20,4,2.552,10831.0,11308.0,2386.0
2017-01-13 21:00:00,1,21,4,2.369,10916.0,11650.0,2159.5
2017-01-13 22:00:00,1,22,4,2.12,10850.0,11761.0,2087.5
2017-01-13 23:00:00,1,23,4,1.826,10292.0,11288.0,2121.0
2017-01-14 00:00:00,1,0,5,1.614,9878.0,10747.0,1914.0
2017-01-14 01:00:00,1,1,5,1.364,9523.0,10232.0,1902.0
2017-01-14 02:00:00,1,2,5,1.201,9342.0,9984.0,1885.0
2017-01-14 03:00:00,1,3,5,1.029,9387.0,9710.0,1902.5
2017-01-14 04:00:00,1,4,5,0.746,9819.0,9737.0,1966.5
2017-01-14 05:00:00,1,5,5,0.545,10904.0,9985.0,2140.5
2017-01-14 06:00:00,1,6,5,0.446,11874.0,10248.0,2586.5
2017-01-14 07:00:00,1,7,5,0.219,12227.0,10884.0,3301.0
2017-01-14 08:00:00,1,8,5,0.313,12277.0,11516.0,3550.5
2017-01-14 09:00:00,1,9,5,0.92,12349.0,11933.0,3622.0
2017-01-14 10:00:00,1,10,5,1.675,12399.0,12062.0,3205.0
2017-01-14 11:00:00,1,11,5,2.259,12192.0,12172.0,2858.5
2017-01-14 12:00:00,1,12,5,2.544,12216.0,11946.0,2516.5
2017-01-14 13:00:00,1,13,5,2.601,12166.0,11656.0,2504.5
2017-01-14 14:00:00,1,14,5,2.428,12339.0,11570.0,2488.0
2017-01-14 15:00:00,1,15,5,1.883,12453.0,11654.0,2506.5
2017-01-14 16:00:00,1,16,5,1.316,13012.0,12245.0,2746.5
2017-01-14 17:00:00,1,17,5,0.733,12905.0,12135.0,2924.5
2017-01-14 18:00:00,1,18,5,0.428,12276.0,11744.0,2738.0
2017-01-14 19:00:00,1,19,5,0.646,11850.0,11191.0,2265.0
2017-01-14 20:00:00,1,20,5,0.713,11303.0,10853.0,2013.0
2017-01-14 21:00:00,1,21,5,0.686,11491.0,11013.0,1836.5
2017-01-14 22:00:00,1,22,5,0.676,11483.0,11057.0,1961.5
2017-01-14 23:00:00,1,23,5,0.665,10913.0,10602.0,2044.0
2017-01-15 00:00:00,1,0,6,0.564,10488.0,10117.0,1873.0
2017-01-15 01:00:00,1,1,6,0.294,10241.0,9693.0,1952.0
2017-01-15 02:00:00,1,2,6,-0.087,10062.0,9375.0,1923.0
2017-01-15 03:00:00,1,3,6,-0.36,10067.0,9314.0,1876.5
2017-01-15 04:00:00,1,4,6,-0.524,10407.0,9204.0,1776.5
2017-01-15 05:00:00,1,5,6,-0.69,11513.0,9313.0,1809.5
2017-01-15 06:00:00,1,6,6,-0.815,12359.0,9430.0,1966.5
2017-01-15 07:00:00,1,7,6,-0.805,12739.0,9805.0,2441.0
2017-01-15 08:00:00,1,8,6,0.124,12818.0,10309.0,2779.5
2017-01-15 09:00:00,1,9,6,1.12,12814.0,10809.0,3083.0
2017-01-15 10:00:00,1,10,6,1.793,12808.0,11176.0,3012.0
2017-01-15 11:00:00,1,11,6,2.19,12593.0,11377.0,2964.5
2017-01-15 12:00:00,1,12,6,2.359,12537.0,11181.0,2466.5
2017-01-15 13:00:00,1,13,6,2.281,12496.0,10839.0,2248.5
2017-01-15 14:00:00,1,14,6,1.901,12498.0,10742.0,2237.0
2017-01-15 15:00:00,1,15,6,0.952,12472.0,10751.0,2247.5
2017-01-15 16:00:00,1,16,6,0.457,12885.0,11361.0,2402.5
2017-01-15 17:00:00,1,17,6,0.443,12764.0,11631.0,2741.5
2017-01-15 18:00:00,1,18,6,0.254,12241.0,11478.0,2722.0
2017-01-15 19:00:00,1,19,6,-0.113,11696.0,11133.0,2570.0
2017-01-15 20:00:00,1,20,6,-0.349,11125.0,10677.0,2240.0
2017-01-15 21:00:00,1,21,6,-0.424,11181.0,10653.0,2072.5
2017-01-15 22:00:00,1,22,6,-0.53,11196.0,10558.0,1943.5
2017-01-15 23:00:00,1,23,6,-0.627,10725.0,10131.0,1948.0
2017-01-16 00:00:00,1,0,0,-0.742,10257.0,9639.0,2005.0
2017-01-16 01:00:00,1,1,0,-0.935,9835.0,9328.0,1934.0
2017-01-16 02:00:00,1,2,0,-1.126,9532.0,9273.0,2062.0
2017-01-16 03:00:00,1,3,0,-1.259,9398.0,9367.0,2295.5
