date,tmpf,month,hour,dayofweek,mw2day,mw7day,poten_2,poten_7
2019-01-09 05:00:00,44.1,1,5,2,31114.644,27755.815,5332.589823529415,1973.7608235294133
2019-01-09 06:00:00,43.0,1,6,2,34667.82,31082.91,7008.43329411764,3423.52329411764
2019-01-09 07:00:00,42.1,1,7,2,36438.65,33036.057,7482.275941176471,4079.68294117647
2019-01-09 08:00:00,42.1,1,8,2,36236.238,33111.222,6776.707411764706,3651.69141176471
2019-01-09 09:00:00,44.1,1,9,2,35668.499,32950.247,5964.780588235299,3246.5285882352982
2019-01-09 10:00:00,46.0,1,10,2,35349.368,32854.499,5574.880588235297,3080.0115882352984
2019-01-09 11:00:00,45.0,1,11,2,34904.738,32588.103,5251.429882352939,2934.7948823529405
2019-01-09 12:00:00,46.0,1,12,2,34725.302,32327.43,5301.552882352942,2903.680882352939
2019-01-09 13:00:00,46.0,1,13,2,34984.116,32571.962,5686.322705882358,3274.1687058823554
2019-01-09 14:00:00,45.0,1,14,2,35266.227,32648.901,6025.535411764708,3408.2094117647102
2019-01-09 15:00:00,44.1,1,15,2,35794.804,32992.165,6264.864235294117,3462.2252352941214
2019-01-09 16:00:00,43.0,1,16,2,37068.127,34462.496,6335.091117647058,3729.460117647057
2019-01-09 17:00:00,43.0,1,17,2,38794.717,36262.684,6088.714411764704,3556.681411764708
2019-01-09 18:00:00,37.9,1,18,2,38710.893,36115.26,5795.637117647057,3200.0041176470622
2019-01-09 19:00:00,37.9,1,19,2,38047.225,35496.754,5511.840588235289,2961.369588235292
2019-01-09 20:00:00,37.9,1,20,2,37042.615,34581.37,5120.636647058815,2659.391647058819
2019-01-09 21:00:00,36.0,1,21,2,35239.189,32909.805,4481.032882352942,2151.6488823529435
2019-01-09 22:00:00,35.1,1,22,2,32962.52,30520.251,3867.967470588228,1425.6984705882314
2019-01-09 23:00:00,35.1,1,23,2,30758.343,28340.727,3243.4595294117607,825.8435294117589
2019-01-10 00:00:00,34.0,1,0,3,29074.686,26813.369,3527.295764705883,1265.9787647058802
2019-01-10 01:00:00,34.0,1,1,3,28274.848,25893.925,3523.215764705881,1142.2927647058789
2019-01-10 02:00:00,32.0,1,2,3,27875.257,25470.29,3519.7519411764697,1114.7849411764691
2019-01-10 03:00:00,30.9,1,3,3,27739.332,25417.264,3509.9125294117584,1187.8445294117591
2019-01-10 04:00:00,30.9,1,4,3,28347.379,26083.216,3738.744823529414,1474.5818235294137
2019-01-10 05:00:00,32.0,1,5,3,30266.113,27939.903,4484.058823529416,2157.848823529413
2019-01-10 06:00:00,30.9,1,6,3,33351.062,31130.201,5691.675294117638,3470.814294117641
2019-01-10 07:00:00,32.0,1,7,3,35094.843,32901.238,6138.46894117647,3944.863941176467
2019-01-10 08:00:00,33.1,1,8,3,34960.958,32958.902,5501.427411764707,3499.3714117647105
2019-01-10 09:00:00,34.0,1,9,3,34583.547,32750.488,4879.828588235294,3046.7695882352964
2019-01-10 10:00:00,34.0,1,10,3,34345.454,32652.112,4570.966588235293,2877.624588235296
2019-01-10 11:00:00,35.1,1,11,3,33955.925,32493.525,4302.616882352944,2840.216882352943
2019-01-10 12:00:00,36.0,1,12,3,33351.189,32128.002,3927.439882352937,2704.252882352939
2019-01-10 13:00:00,37.0,1,13,3,32885.451,32106.98,3587.657705882357,2809.1867058823555
2019-01-10 14:00:00,39.0,1,14,3,32324.208,31953.731,3083.516411764708,2713.0394117647083
2019-01-10 15:00:00,39.0,1,15,3,32279.778,32158.982,2749.838235294119,2629.0422352941205
2019-01-10 16:00:00,39.0,1,16,3,33329.228,33698.353,2596.1921176470605,2965.3171176470605
2019-01-10 17:00:00,37.0,1,17,3,35313.093,36074.701,2607.090411764708,3368.698411764708
2019-01-10 18:00:00,35.1,1,18,3,35371.561,36340.766,2456.3051176470617,3425.5101176470635
2019-01-10 19:00:00,34.0,1,19,3,34865.87,36082.939,2330.485588235293,3547.554588235289
2019-01-10 20:00:00,33.1,1,20,3,33994.287,35406.732,2072.308647058813,3484.75364705882
2019-01-10 21:00:00,33.1,1,21,3,32348.852,34072.004,1590.695882352942,3313.847882352944
2019-01-10 22:00:00,30.9,1,22,3,30158.709,32044.111,1064.15647058823,2949.558470588232
2019-01-10 23:00:00,30.0,1,23,3,28000.92,30240.206,486.03652941175824,2725.3225294117583
2019-01-11 00:00:00,30.0,1,0,4,26618.478,28948.81,1071.0877647058803,3401.4197647058827
2019-01-11 01:00:00,30.0,1,1,4,25898.73,28288.272,1147.097764705879,3536.63976470588
2019-01-11 02:00:00,28.9,1,2,4,25637.622,28107.367,1282.1169411764677,3751.861941176466
2019-01-11 03:00:00,28.9,1,3,4,25838.972,28274.692,1609.5525294117615,4045.272529411759
2019-01-11 04:00:00,28.9,1,4,4,26696.575,29154.797,2087.940823529414,4546.162823529412
2019-01-11 05:00:00,28.0,1,5,4,28905.583,31285.139,3123.528823529414,5503.084823529414
2019-01-11 06:00:00,28.0,1,6,4,32402.17,34452.516,4742.783294117638,6793.129294117643
2019-01-11 07:00:00,27.0,1,7,4,34047.554,36066.839,5091.179941176466,7110.464941176469
2019-01-11 08:00:00,26.1,1,8,4,33676.279,35694.239,4216.748411764711,6234.70841176471
2019-01-11 09:00:00,27.0,1,9,4,33001.99,34894.428,3298.271588235293,5190.709588235295
2019-01-11 10:00:00,28.0,1,10,4,32401.447,34080.13,2626.959588235295,4305.642588235292
2019-01-11 11:00:00,28.9,1,11,4,32330.278,33238.473,2676.96988235294,3585.1648823529395
2019-01-11 12:00:00,30.0,1,12,4,32373.335,32686.118,2949.585882352938,3262.3688823529374
2019-01-11 13:00:00,30.9,1,13,4,32702.974,32638.705,3405.1807058823542,3340.9117058823576
2019-01-11 14:00:00,32.0,1,14,4,33095.184,32526.194,3854.4924117647097,3285.502411764708
2019-01-11 15:00:00,34.0,1,15,4,33803.595,32737.315,4273.655235294122,3207.375235294119
2019-01-11 16:00:00,33.1,1,16,4,35279.385,33851.53,4546.34911764706,3118.494117647057
2019-01-11 17:00:00,32.0,1,17,4,37400.194,35313.174,4694.19141176471,2607.171411764706
2019-01-11 18:00:00,32.0,1,18,4,37724.652,34894.332,4809.396117647062,1979.0761176470623
2019-01-11 19:00:00,30.9,1,19,4,37341.75,34048.631,4806.3655882352905,1513.2465882352917
2019-01-11 20:00:00,30.0,1,20,4,36786.526,33030.366,4864.547647058815,1108.3876470588184
2019-01-11 21:00:00,28.0,1,21,4,35471.743,31771.027,4713.586882352945,1012.8708823529414
2019-01-11 22:00:00,27.0,1,22,4,33343.303,29971.101,4248.750470588231,876.54847058823
2019-01-11 23:00:00,28.0,1,23,4,31528.608,28173.397,4013.72452941176,658.5135294117608
2019-01-12 00:00:00,27.0,1,0,5,30423.179,26532.301,4875.7887647058815,984.9107647058808
2019-01-12 01:00:00,24.1,1,1,5,29810.677,25563.932,5059.044764705879,812.2997647058801
2019-01-12 02:00:00,25.0,1,2,5,29731.451,24955.569,5375.945941176469,600.0639411764678
2019-01-12 03:00:00,23.0,1,3,5,29891.684,24659.255,5662.264529411761,429.83552941176094
2019-01-12 04:00:00,23.0,1,4,5,30786.751,24765.029,6178.1168235294135,156.39482352941195
2019-01-12 05:00:00,24.1,1,5,5,32936.843,25393.538,7154.788823529416,0.0
2019-01-12 06:00:00,23.0,1,6,5,36409.486,26471.572,8750.099294117637,0.0
2019-01-12 07:00:00,23.0,1,7,5,38089.504,27712.789,9133.12994117647,0.0
2019-01-12 08:00:00,23.0,1,8,5,37664.243,28903.682,8204.71241176471,0.0
2019-01-12 09:00:00,25.0,1,9,5,36734.384,29969.103,7030.665588235293,265.3845882352944
2019-01-12 10:00:00,27.0,1,10,5,36316.33,30644.576,6541.842588235297,870.0885882352959
2019-01-12 11:00:00,28.9,1,11,5,35895.106,30765.088,6241.797882352941,1111.779882352941
2019-01-12 12:00:00,30.9,1,12,5,35565.453,30597.163,6141.70388235294,1173.4138823529393
2019-01-12 13:00:00,33.1,1,13,5,35150.506,30338.317,5852.712705882357,1040.523705882355
2019-01-12 14:00:00,34.0,1,14,5,34927.141,30053.743,5686.449411764712,813.0514117647072
2019-01-12 15:00:00,34.0,1,15,5,35252.166,29746.217,5722.226235294118,216.27723529412103
2019-01-12 16:00:00,34.0,1,16,5,36908.521,30379.079,6175.485117647058,0.0
2019-01-12 17:00:00,34.0,1,17,5,39470.03,32187.694,6764.027411764706,0.0
2019-01-12 18:00:00,34.0,1,18,5,39875.394,32311.737,6960.13811764706,0.0
2019-01-12 19:00:00,33.1,1,19,5,39540.527,31854.947,7005.142588235292,0.0
2019-01-12 20:00:00,32.0,1,20,5,38840.31,31288.969,6918.331647058814,0.0
2019-01-12 21:00:00,28.0,1,21,5,37540.431,30370.776,6782.27488235294,0.0
2019-01-12 22:00:00,27.0,1,22,5,35244.71,29116.733,6150.15747058823,22.1804705882314
2019-01-12 23:00:00,27.0,1,23,5,33325.525,27673.849,5810.641529411761,158.96552941175833
2019-01-13 00:00:00,27.0,1,0,6,31949.121,26316.103,6401.730764705881,768.7127647058805
2019-01-13 01:00:00,27.0,1,1,6,31320.914,25398.397,6569.28176470588,646.7647647058802
2019-01-13 02:00:00,28.0,1,2,6,31155.985,24945.985,6800.479941176469,590.4799411764689
2019-01-13 03:00:00,28.0,1,3,6,31287.3,24790.966,7057.880529411759,561.5465294117603
2019-01-13 04:00:00,27.0,1,4,6,32212.068,24916.312,7603.433823529413,307.67782352941504
2019-01-13 05:00:00,27.0,1,5,6,34486.031,25463.396,8703.976823529418,0.0
2019-01-13 06:00:00,27.0,1,6,6,37811.72,26312.605,10152.33329411764,0.0
2019-01-13 07:00:00,27.0,1,7,6,39526.409,27265.662,10570.03494117647,0.0
2019-01-13 08:00:00,28.0,1,8,6,38761.698,28017.342,9302.167411764704,0.0
2019-01-13 09:00:00,27.0,1,9,6,37423.985,28532.585,7720.266588235296,0.0
2019-01-13 10:00:00,28.0,1,10,6,36403.359,28571.068,6628.871588235292,0.0
2019-01-13 11:00:00,28.9,1,11,6,35484.05,27964.27,5830.741882352944,0.0
2019-01-13 12:00:00,30.0,1,12,6,34765.345,27452.456,5341.59588235294,0.0
2019-01-13 13:00:00,28.9,1,13,6,34328.605,27237.863,5030.811705882359,0.0
2019-01-13 14:00:00,28.9,1,14,6,34127.79,27368.635,4887.098411764709,0.0
2019-01-13 15:00:00,28.9,1,15,6,34670.777,27986.963,5140.837235294122,0.0
2019-01-13 16:00:00,30.0,1,16,6,36211.091,29638.411,5478.055117647058,0.0
2019-01-13 17:00:00,30.0,1,17,6,38597.939,32348.137,5891.936411764706,0.0
2019-01-13 18:00:00,30.0,1,18,6,38785.495,33049.138,5870.239117647063,133.8821176470592
2019-01-13 19:00:00,28.9,1,19,6,38332.755,32798.274,5797.370588235288,262.8895882352881
2019-01-13 20:00:00,30.0,1,20,6,37751.375,32625.448,5829.396647058817,703.4696470588169
2019-01-13 21:00:00,30.0,1,21,6,36640.339,31621.982,5882.182882352943,863.8258823529432
2019-01-13 22:00:00,30.0,1,22,6,35136.396,30043.866,6041.843470588232,949.313470588233
2019-01-13 23:00:00,28.9,1,23,6,33434.044,28590.459,5919.160529411762,1075.575529411759
2019-01-14 00:00:00,28.0,1,0,0,32199.41,27544.941,6652.019764705881,1997.5507647058805
2019-01-14 01:00:00,28.0,1,1,0,31557.088,27111.195,6805.455764705879,2359.562764705879
2019-01-14 02:00:00,26.1,1,2,0,31232.792,27168.998,6877.28694117647,2813.492941176468
2019-01-14 03:00:00,26.1,1,3,0,31185.797,27590.271,6956.377529411759,3360.851529411761
2019-01-14 04:00:00,26.1,1,4,0,31526.23,28703.062,6917.595823529413,4094.427823529415
2019-01-14 05:00:00,24.1,1,5,0,32414.251,31114.644,6632.196823529415,5332.589823529415
2019-01-14 06:00:00,21.9,1,6,0,33734.789,34667.82,6075.402294117637,7008.43329411764
2019-01-14 07:00:00,21.9,1,7,0,34899.219,36438.65,5942.844941176467,7482.275941176471
2019-01-14 08:00:00,21.9,1,8,0,35630.463,36236.238,6170.932411764712,6776.707411764706
2019-01-14 09:00:00,24.1,1,9,0,35458.107,35668.499,5754.388588235299,5964.780588235299
2019-01-14 10:00:00,25.0,1,10,0,34833.908,35349.368,5059.420588235298,5574.880588235297
2019-01-14 11:00:00,28.9,1,11,0,34205.617,34904.738,4552.30888235294,5251.429882352939
2019-01-14 12:00:00,30.0,1,12,0,33572.572,34725.302,4148.822882352939,5301.552882352942
2019-01-14 13:00:00,32.0,1,13,0,33069.196,34984.116,3771.40270588236,5686.322705882358
2019-01-14 14:00:00,33.1,1,14,0,33033.059,35266.227,3792.3674117647097,6025.535411764708
2019-01-14 15:00:00,34.0,1,15,0,33398.045,35794.804,3868.105235294119,6264.864235294117
2019-01-14 16:00:00,34.0,1,16,0,34715.29,37068.127,3982.2541176470586,6335.091117647058
2019-01-14 17:00:00,34.0,1,17,0,36652.819,38794.717,3946.81641176471,6088.714411764704
2019-01-14 18:00:00,33.1,1,18,0,36765.802,38710.893,3850.546117647064,5795.637117647057
2019-01-14 19:00:00,32.0,1,19,0,36313.513,38047.225,3778.1285882352895,5511.840588235289
2019-01-14 20:00:00,30.0,1,20,0,35758.295,37042.615,3836.316647058815,5120.636647058815
2019-01-14 21:00:00,28.0,1,21,0,34753.268,35239.189,3995.11188235294,4481.032882352942
2019-01-14 22:00:00,28.0,1,22,0,33394.376,32962.52,4299.823470588228,3867.967470588228
2019-01-14 23:00:00,27.0,1,23,0,31932.792,30758.343,4417.908529411761,3243.4595294117607
2019-01-15 00:00:00,26.1,1,0,1,30646.051,29074.686,5098.660764705881,3527.295764705883
2019-01-15 01:00:00,26.1,1,1,1,29806.681,28274.848,5055.04876470588,3523.215764705881
2019-01-15 02:00:00,24.1,1,2,1,29450.78,27875.257,5095.274941176467,3519.7519411764697
2019-01-15 03:00:00,24.1,1,3,1,29380.726,27739.332,5151.306529411759,3509.9125294117584
2019-01-15 04:00:00,25.0,1,4,1,29647.226,28347.379,5038.591823529412,3738.744823529414
2019-01-15 05:00:00,24.1,1,5,1,30326.798,30266.113,4544.743823529414,4484.058823529416
2019-01-15 06:00:00,23.0,1,6,1,31319.11,33351.062,3659.7232941176408,5691.675294117638
2019-01-15 07:00:00,25.0,1,7,1,32335.027,35094.843,3378.652941176468,6138.46894117647
2019-01-15 08:00:00,26.1,1,8,1,33499.328,34960.958,4039.79741176471,5501.427411764707
2019-01-15 09:00:00,30.0,1,9,1,34456.572,34583.547,4752.853588235295,4879.828588235294
2019-01-15 10:00:00,33.1,1,10,1,34813.298,34345.454,5038.8105882352975,4570.966588235293
2019-01-15 11:00:00,34.0,1,11,1,34865.627,33955.925,5212.318882352942,4302.616882352944
2019-01-15 12:00:00,35.1,1,12,1,34800.405,33351.189,5376.655882352938,3927.439882352937
2019-01-15 13:00:00,37.0,1,13,1,34621.269,32885.451,5323.475705882356,3587.657705882357
2019-01-15 14:00:00,37.9,1,14,1,34631.813,32324.208,5391.121411764711,3083.516411764708
2019-01-15 15:00:00,37.0,1,15,1,34936.91,32279.778,5406.970235294124,2749.838235294119
2019-01-15 16:00:00,37.9,1,16,1,36004.172,33329.228,5271.136117647056,2596.1921176470605
2019-01-15 17:00:00,35.1,1,17,1,37782.003,35313.093,5076.000411764704,2607.090411764708
2019-01-15 18:00:00,34.0,1,18,1,37978.983,35371.561,5063.72711764706,2456.3051176470617
2019-01-15 19:00:00,33.1,1,19,1,37303.494,34865.87,4768.109588235289,2330.485588235293
2019-01-15 20:00:00,30.9,1,20,1,36860.939,33994.287,4938.960647058815,2072.308647058813
2019-01-15 21:00:00,30.0,1,21,1,35427.658,32348.852,4669.501882352946,1590.695882352942
2019-01-15 22:00:00,30.0,1,22,1,33541.58,30158.709,4447.027470588233,1064.15647058823
2019-01-15 23:00:00,28.0,1,23,1,31881.955,28000.92,4367.071529411762,486.03652941175824
2019-01-16 00:00:00,28.0,1,0,2,30854.032,26618.478,5306.641764705881,1071.0877647058803
2019-01-16 01:00:00,28.9,1,1,2,30342.443,25898.73,5590.810764705879,1147.097764705879
2019-01-16 02:00:00,28.0,1,2,2,30314.735,25637.622,5959.229941176469,1282.1169411764677
2019-01-16 03:00:00,26.1,1,3,2,30634.865,25838.972,6405.4455294117615,1609.5525294117615
2019-01-16 04:00:00,28.0,1,4,2,31627.365,26696.575,7018.730823529415,2087.940823529414
2019-01-16 05:00:00,27.0,1,5,2,33919.106,28905.583,8137.051823529415,3123.528823529414
2019-01-16 06:00:00,27.0,1,6,2,37136.302,32402.17,9476.915294117643,4742.783294117638
2019-01-16 07:00:00,27.0,1,7,2,39099.988,34047.554,10143.613941176469,5091.179941176466
2019-01-16 08:00:00,30.0,1,8,2,39199.637,33676.279,9740.106411764713,4216.748411764711
2019-01-16 09:00:00,32.0,1,9,2,38533.949,33001.99,8830.230588235296,3298.271588235293
2019-01-16 10:00:00,32.0,1,10,2,37601.226,32401.447,7826.738588235297,2626.959588235295
2019-01-16 11:00:00,34.0,1,11,2,36563.227,32330.278,6909.91888235294,2676.96988235294
2019-01-16 12:00:00,35.1,1,12,2,35660.133,32373.335,6236.38388235294,2949.585882352938
2019-01-16 13:00:00,37.0,1,13,2,34919.124,32702.974,5621.330705882359,3405.1807058823542
2019-01-16 14:00:00,37.0,1,14,2,34459.675,33095.184,5218.983411764712,3854.4924117647097
2019-01-16 15:00:00,37.9,1,15,2,34711.425,33803.595,5181.485235294123,4273.655235294122
2019-01-16 16:00:00,39.0,1,16,2,36087.961,35279.385,5354.925117647061,4546.34911764706
2019-01-16 17:00:00,39.0,1,17,2,39026.212,37400.194,6320.209411764707,4694.19141176471
2019-01-16 18:00:00,39.0,1,18,2,39802.122,37724.652,6886.866117647063,4809.396117647062
2019-01-16 19:00:00,39.0,1,19,2,39582.138,37341.75,7046.7535882352895,4806.3655882352905
2019-01-16 20:00:00,37.9,1,20,2,38974.493,36786.526,7052.514647058819,4864.547647058815
2019-01-16 21:00:00,36.0,1,21,2,37538.772,35471.743,6780.61588235294,4713.586882352945
2019-01-16 22:00:00,37.0,1,22,2,35519.088,33343.303,6424.535470588235,4248.750470588231
2019-01-16 23:00:00,34.0,1,23,2,33718.821,31528.608,6203.937529411764,4013.72452941176
2019-01-17 00:00:00,35.1,1,0,3,32480.253,30423.179,6932.862764705882,4875.7887647058815
2019-01-17 01:00:00,34.0,1,1,3,32114.063,29810.677,7362.430764705878,5059.044764705879
2019-01-17 02:00:00,33.1,1,2,3,31976.404,29731.451,7620.898941176467,5375.945941176469
2019-01-17 03:00:00,32.0,1,3,3,32298.956,29891.684,8069.536529411758,5662.264529411761
2019-01-17 04:00:00,30.0,1,4,3,33268.912,30786.751,8660.27782352941,6178.1168235294135
2019-01-17 05:00:00,30.0,1,5,3,35514.711,32936.843,9732.656823529418,7154.788823529416
2019-01-17 06:00:00,28.9,1,6,3,38805.571,36409.486,11146.184294117644,8750.099294117637
2019-01-17 07:00:00,27.0,1,7,3,40488.212,38089.504,11531.837941176467,9133.12994117647
2019-01-17 08:00:00,28.0,1,8,3,39490.211,37664.243,10030.680411764712,8204.71241176471
2019-01-17 09:00:00,28.9,1,9,3,37595.43,36734.384,7891.711588235295,7030.665588235293
2019-01-17 10:00:00,30.0,1,10,3,36332.755,36316.33,6558.267588235292,6541.842588235297
2019-01-17 11:00:00,30.9,1,11,3,35295.528,35895.106,5642.21988235294,6241.797882352941
2019-01-17 12:00:00,32.0,1,12,3,34537.018,35565.453,5113.268882352935,6141.70388235294
2019-01-17 13:00:00,33.1,1,13,3,34194.941,35150.506,4897.147705882355,5852.712705882357
2019-01-17 14:00:00,34.0,1,14,3,34304.686,34927.141,5063.99441176471,5686.449411764712
2019-01-17 15:00:00,34.0,1,15,3,34652.802,35252.166,5122.862235294124,5722.226235294118
2019-01-17 16:00:00,34.0,1,16,3,35847.235,36908.521,5114.199117647058,6175.485117647058
2019-01-17 17:00:00,30.9,1,17,3,38501.626,39470.03,5795.623411764704,6764.027411764706
2019-01-17 18:00:00,32.0,1,18,3,39258.296,39875.394,6343.040117647062,6960.13811764706
2019-01-17 19:00:00,32.0,1,19,3,39101.678,39540.527,6566.29358823529,7005.142588235292
2019-01-17 20:00:00,32.0,1,20,3,38466.697,38840.31,6544.718647058817,6918.331647058814
2019-01-17 21:00:00,32.0,1,21,3,37059.213,37540.431,6301.056882352947,6782.27488235294
2019-01-17 22:00:00,30.9,1,22,3,34943.996,35244.71,5849.44347058823,6150.15747058823
2019-01-17 23:00:00,30.9,1,23,3,33125.621,33325.525,5610.737529411759,5810.641529411761
2019-01-18 00:00:00,30.0,1,0,4,31963.726,31949.121,6416.33576470588,6401.730764705881
2019-01-18 01:00:00,28.9,1,1,4,31501.823,31320.914,6750.19076470588,6569.28176470588
2019-01-18 02:00:00,28.9,1,2,4,31278.847,31155.985,6923.34194117647,6800.479941176469
2019-01-18 03:00:00,30.0,1,3,4,31554.737,31287.3,7325.317529411761,7057.880529411759
2019-01-18 04:00:00,30.0,1,4,4,32487.984,32212.068,7879.349823529414,7603.433823529413
2019-01-18 05:00:00,30.0,1,5,4,34602.291,34486.031,8820.236823529413,8703.976823529418
2019-01-18 06:00:00,30.0,1,6,4,37898.512,37811.72,10239.125294117644,10152.33329411764
2019-01-18 07:00:00,30.0,1,7,4,39507.386,39526.409,10551.011941176468,10570.03494117647
2019-01-18 08:00:00,30.9,1,8,4,38926.384,38761.698,9466.853411764709,9302.167411764704
2019-01-18 09:00:00,32.0,1,9,4,38127.094,37423.985,8423.375588235293,7720.266588235296
2019-01-18 10:00:00,33.1,1,10,4,37544.811,36403.359,7770.323588235296,6628.871588235292
2019-01-18 11:00:00,33.1,1,11,4,36815.959,35484.05,7162.650882352944,5830.741882352944
2019-01-18 12:00:00,35.1,1,12,4,36176.629,34765.345,6752.87988235294,5341.59588235294
2019-01-18 13:00:00,35.1,1,13,4,35843.594,34328.605,6545.800705882353,5030.811705882359
2019-01-18 14:00:00,35.1,1,14,4,35480.15,34127.79,6239.45841176471,4887.098411764709
2019-01-18 15:00:00,37.0,1,15,4,35624.689,34670.777,6094.749235294119,5140.837235294122
2019-01-18 16:00:00,37.0,1,16,4,36637.389,36211.091,5904.353117647061,5478.055117647058
2019-01-18 17:00:00,37.0,1,17,4,38483.516,38597.939,5777.51341176471,5891.936411764706
2019-01-18 18:00:00,37.0,1,18,4,38521.719,38785.495,5606.4631176470575,5870.239117647063
2019-01-18 19:00:00,36.0,1,19,4,37971.665,38332.755,5436.280588235291,5797.370588235288
2019-01-18 20:00:00,36.0,1,20,4,37051.779,37751.375,5129.800647058819,5829.396647058817
2019-01-18 21:00:00,35.1,1,21,4,35400.614,36640.339,4642.457882352945,5882.182882352943
2019-01-18 22:00:00,35.1,1,22,4,33196.965,35136.396,4102.412470588228,6041.843470588232
2019-01-18 23:00:00,35.1,1,23,4,31270.913,33434.044,3756.02952941176,5919.160529411762
2019-01-19 00:00:00,35.1,1,0,5,29922.243,32199.41,4374.85276470588,6652.019764705881
2019-01-19 01:00:00,35.1,1,1,5,29354.291,31557.088,4602.6587647058805,6805.455764705879
2019-01-19 02:00:00,35.1,1,2,5,29229.827,31232.792,4874.321941176469,6877.28694117647
2019-01-19 03:00:00,36.0,1,3,5,29448.231,31185.797,5218.81152941176,6956.377529411759
2019-01-19 04:00:00,34.0,1,4,5,30481.319,31526.23,5872.684823529413,6917.595823529413
2019-01-19 05:00:00,33.1,1,5,5,32786.018,32414.251,7003.963823529412,6632.196823529415
2019-01-19 06:00:00,34.0,1,6,5,36248.23,33734.789,8588.843294117643,6075.402294117637
2019-01-19 07:00:00,33.1,1,7,5,38022.819,34899.219,9066.444941176473,5942.844941176467
2019-01-19 08:00:00,34.0,1,8,5,37658.408,35630.463,8198.877411764712,6170.932411764712
2019-01-19 09:00:00,35.1,1,9,5,36771.413,35458.107,7067.694588235296,5754.388588235299
2019-01-19 10:00:00,35.1,1,10,5,36053.725,34833.908,6279.2375882352935,5059.420588235298
2019-01-19 11:00:00,36.0,1,11,5,35696.926,34205.617,6043.617882352941,4552.30888235294
2019-01-19 12:00:00,36.0,1,12,5,35635.296,33572.572,6211.546882352941,4148.822882352939
2019-01-19 13:00:00,37.0,1,13,5,35554.441,33069.196,6256.647705882355,3771.40270588236
2019-01-19 14:00:00,37.0,1,14,5,35659.349,33033.059,6418.657411764711,3792.3674117647097
2019-01-19 15:00:00,37.0,1,15,5,35969.397,33398.045,6439.457235294118,3868.105235294119
2019-01-19 16:00:00,37.0,1,16,5,37023.221,34715.29,6290.185117647055,3982.2541176470586
2019-01-19 17:00:00,37.0,1,17,5,38985.702,36652.819,6279.699411764705,3946.81641176471
2019-01-19 18:00:00,37.0,1,18,5,39201.964,36765.802,6286.70811764706,3850.546117647064
2019-01-19 19:00:00,37.0,1,19,5,38788.787,36313.513,6253.402588235287,3778.1285882352895
2019-01-19 20:00:00,36.0,1,20,5,37962.641,35758.295,6040.66264705882,3836.316647058815
2019-01-19 21:00:00,37.0,1,21,5,36298.159,34753.268,5540.002882352943,3995.11188235294
2019-01-19 22:00:00,37.0,1,22,5,34049.262,33394.376,4954.709470588234,4299.823470588228
