date,netload,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,9341,2.153,1,0,3,12082.0,9401.0
2015-01-08 01:00:00,9008,2.465,1,1,3,11748.0,8957.0
2015-01-08 02:00:00,8889,2.813,1,2,3,11644.0,8462.0
2015-01-08 03:00:00,8929,3.286,1,3,3,11709.0,8156.0
2015-01-08 04:00:00,9424,3.831,1,4,3,12060.0,8126.0
2015-01-08 05:00:00,10884,4.373,1,5,3,13425.0,8292.0
2015-01-08 06:00:00,13364,4.852,1,6,3,15997.0,8638.0
2015-01-08 07:00:00,15053,5.341,1,7,3,18095.0,8927.0
2015-01-08 08:00:00,15540,5.772,1,8,3,18585.0,9312.0
2015-01-08 09:00:00,15660,6.052,1,9,3,18622.0,9933.0
2015-01-08 10:00:00,15894,6.312,1,10,3,18387.0,10432.0
2015-01-08 11:00:00,15829,6.461,1,11,3,18312.0,11919.0
2015-01-08 12:00:00,15933,6.577,1,12,3,18192.0,11951.0
2015-01-08 13:00:00,15817,6.501,1,13,3,18527.0,12067.0
2015-01-08 14:00:00,15860,6.015,1,14,3,18547.0,11829.0
2015-01-08 15:00:00,16098,5.566,1,15,3,18692.0,12087.0
2015-01-08 16:00:00,16610,5.372,1,16,3,19266.0,12683.0
2015-01-08 17:00:00,15948,5.049,1,17,3,18193.0,12299.0
2015-01-08 18:00:00,15354,4.993,1,18,3,17500.0,11716.0
2015-01-08 19:00:00,14468,5.043,1,19,3,16412.0,11365.0
2015-01-08 20:00:00,13324,5.104,1,20,3,15169.0,10878.0
2015-01-08 21:00:00,12140,5.133,1,21,3,14013.0,10563.0
2015-01-08 22:00:00,11063,5.07,1,22,3,13140.0,9824.0
2015-01-08 23:00:00,9915,4.951,1,23,3,9597.0,8995.0
2015-01-09 00:00:00,9232,4.862,1,0,4,8933.0,8303.0
2015-01-09 01:00:00,8871,4.993,1,1,4,8625.0,7876.0
2015-01-09 02:00:00,8707,5.262,1,2,4,8524.0,7700.0
2015-01-09 03:00:00,8773,5.35,1,3,4,8611.0,7771.0
2015-01-09 04:00:00,9251,5.788,1,4,4,9099.0,8255.0
2015-01-09 05:00:00,10760,6.57,1,5,4,10602.0,9355.0
2015-01-09 06:00:00,13174,7.331,1,6,4,13076.0,10990.0
2015-01-09 07:00:00,14883,7.939,1,7,4,14724.0,12458.0
2015-01-09 08:00:00,15442,8.468,1,8,4,15013.0,13446.0
2015-01-09 09:00:00,15549,9.06,1,9,4,14963.0,14038.0
2015-01-09 10:00:00,15556,9.621,1,10,4,14813.0,14021.0
2015-01-09 11:00:00,15305,10.017,1,11,4,14480.0,13813.0
2015-01-09 12:00:00,15253,10.285,1,12,4,14548.0,13566.0
2015-01-09 13:00:00,15053,10.094,1,13,4,14624.0,13543.0
2015-01-09 14:00:00,14971,9.666,1,14,4,14698.0,13899.0
2015-01-09 15:00:00,15288,9.296,1,15,4,15107.0,14181.0
2015-01-09 16:00:00,15875,9.06,1,16,4,16164.0,15086.0
2015-01-09 17:00:00,15237,8.955,1,17,4,15373.0,14341.0
2015-01-09 18:00:00,14494,8.959,1,18,4,14764.0,13904.0
2015-01-09 19:00:00,13584,9.384,1,19,4,13855.0,13403.0
2015-01-09 20:00:00,12530,10.071,1,20,4,12869.0,12632.0
2015-01-09 21:00:00,11528,10.648,1,21,4,11683.0,11720.0
2015-01-09 22:00:00,10719,11.045,1,22,4,10659.0,11180.0
2015-01-09 23:00:00,9853,11.192,1,23,4,9994.0,10869.0
2015-01-10 00:00:00,9050,11.15,1,0,5,9341.0,10501.0
2015-01-10 01:00:00,8581,11.098,1,1,5,9008.0,10213.0
2015-01-10 02:00:00,8330,11.05,1,2,5,8889.0,10047.0
2015-01-10 03:00:00,8219,10.972,1,3,5,8929.0,9840.0
2015-01-10 04:00:00,8346,10.827,1,4,5,9424.0,10137.0
2015-01-10 05:00:00,8831,10.698,1,5,5,10884.0,10463.0
2015-01-10 06:00:00,9831,10.662,1,6,5,13364.0,11022.0
2015-01-10 07:00:00,11099,10.636,1,7,5,15053.0,11918.0
2015-01-10 08:00:00,12161,10.667,1,8,5,15540.0,12980.0
2015-01-10 09:00:00,12801,10.881,1,9,5,15660.0,13670.0
2015-01-10 10:00:00,13010,11.268,1,10,5,15894.0,14458.0
2015-01-10 11:00:00,13004,11.525,1,11,5,15829.0,14821.0
2015-01-10 12:00:00,12923,11.222,1,12,5,15933.0,14856.0
2015-01-10 13:00:00,12723,9.961,1,13,5,15817.0,15101.0
2015-01-10 14:00:00,12552,8.628,1,14,5,15860.0,15457.0
2015-01-10 15:00:00,12654,7.347,1,15,5,16098.0,15728.0
2015-01-10 16:00:00,13797,6.311,1,16,5,16610.0,16127.0
2015-01-10 17:00:00,13601,5.585,1,17,5,15948.0,15663.0
2015-01-10 18:00:00,13058,5.105,1,18,5,15354.0,14800.0
2015-01-10 19:00:00,12297,4.754,1,19,5,14468.0,13959.0
2015-01-10 20:00:00,11478,4.449,1,20,5,13324.0,13258.0
2015-01-10 21:00:00,10813,4.182,1,21,5,12140.0,12430.0
2015-01-10 22:00:00,10077,3.992,1,22,5,11063.0,11604.0
2015-01-10 23:00:00,9351,3.822,1,23,5,9915.0,11033.0
2015-01-11 00:00:00,8682,3.733,1,0,6,9232.0,10512.0
2015-01-11 01:00:00,8249,3.672,1,1,6,8871.0,9963.0
2015-01-11 02:00:00,8020,3.675,1,2,6,8707.0,9759.0
2015-01-11 03:00:00,7930,3.737,1,3,6,8773.0,9715.0
2015-01-11 04:00:00,8036,3.804,1,4,6,9251.0,9865.0
2015-01-11 05:00:00,8258,3.894,1,5,6,10760.0,10119.0
2015-01-11 06:00:00,8814,3.98,1,6,6,13174.0,10770.0
2015-01-11 07:00:00,9665,4.094,1,7,6,14883.0,11637.0
2015-01-11 08:00:00,10427,4.343,1,8,6,15442.0,12423.0
