ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 22:00:00,7601.15,0.297,1,22,3,7629.86,6078.25,1596.5100000000002
2015-01-08 23:00:00,7384.07,0.454,1,23,3,7411.19,5919.82,1611.7924999999996
2015-01-09 00:00:00,7403.68,0.654,1,0,4,7474.7,5963.14,1675.2725
2015-01-09 01:00:00,7298.07,1.015,1,1,4,7386.94,5890.23,1615.2924999999996
2015-01-09 02:00:00,7178.98,1.151,1,2,4,7264.08,5742.16,1613.9925000000003
2015-01-09 03:00:00,7258.38,0.949,1,3,4,7336.79,5759.39,1742.062499999999
2015-01-09 04:00:00,7644.43,0.813,1,4,4,7799.69,5976.91,2166.6775
2015-01-09 05:00:00,8732.17,0.729,1,5,4,8878.99,6394.58,3270.33
2015-01-09 06:00:00,9204.79,0.623,1,6,4,9396.92,6707.46,3753.545
2015-01-09 07:00:00,9240.23,0.829,1,7,4,9453.78,7028.95,3772.0025
2015-01-09 08:00:00,9395.54,1.571,1,8,4,9625.23,7425.95,3472.1450000000004
2015-01-09 09:00:00,9448.38,2.43,1,9,4,9667.28,7755.33,3139.114999999999
2015-01-09 10:00:00,9438.83,2.951,1,10,4,9677.75,7926.18,2958.4349999999995
2015-01-09 11:00:00,9458.45,3.182,1,11,4,9760.21,7971.82,2866.070000000001
2015-01-09 12:00:00,9437.48,3.244,1,12,4,9796.87,8048.68,2796.5325
2015-01-09 13:00:00,9354.44,3.263,1,13,4,9696.81,8051.63,2674.182500000001
2015-01-09 14:00:00,9438.65,3.289,1,14,4,9806.48,8164.08,2663.319999999999
2015-01-09 15:00:00,9508.3,3.388,1,15,4,9800.54,8131.84,2582.6075
2015-01-09 16:00:00,9458.17,3.636,1,16,4,9901.87,8154.23,2501.38
2015-01-09 17:00:00,9176.38,3.975,1,17,4,9715.91,8009.76,2249.0199999999986
2015-01-09 18:00:00,9025.46,4.172,1,18,4,9615.23,7856.46,2145.0099999999998
2015-01-09 19:00:00,8594.48,4.134,1,19,4,9262.91,7645.98,1805.8
2015-01-09 20:00:00,8004.0,3.987,1,20,4,8682.82,7280.81,1549.4775
2015-01-09 21:00:00,7477.86,3.715,1,21,4,8167.01,6916.77,1180.6549999999995
2015-01-09 22:00:00,7100.44,3.388,1,22,4,7736.7,6581.37,1095.8000000000002
2015-01-09 23:00:00,6597.51,3.143,1,23,4,7505.19,6105.57,825.2325000000001
2015-01-10 00:00:00,6470.88,3.087,1,0,5,7549.63,6001.52,742.4724999999999
2015-01-10 01:00:00,6476.5,3.193,1,1,5,7485.12,6023.81,793.7224999999999
2015-01-10 02:00:00,6430.83,3.532,1,2,5,7378.78,5965.41,865.8425000000007
2015-01-10 03:00:00,6415.89,4.071,1,3,5,7443.1,5995.28,899.5724999999993
2015-01-10 04:00:00,6381.2,4.643,1,4,5,7879.07,5976.01,903.4474999999992
2015-01-10 05:00:00,6681.96,5.272,1,5,5,8940.65,6197.56,1220.12
2015-01-10 06:00:00,6976.71,5.962,1,6,5,9433.89,6370.0,1525.4649999999992
2015-01-10 07:00:00,7225.07,6.629,1,7,5,9544.09,6558.46,1756.8424999999995
2015-01-10 08:00:00,7628.11,7.414,1,8,5,9642.39,7032.48,1704.7149999999992
2015-01-10 09:00:00,7979.17,8.327,1,9,5,9644.49,7389.51,1669.9049999999995
2015-01-10 10:00:00,8149.33,9.168,1,10,5,9594.81,7492.89,1668.9349999999995
2015-01-10 11:00:00,8005.1,9.78,1,11,5,9725.05,7573.28,1412.7200000000012
2015-01-10 12:00:00,7852.84,9.954,1,12,5,9691.69,7625.24,1211.8925
2015-01-10 13:00:00,7735.86,9.709,1,13,5,9677.45,7601.25,1055.6025
2015-01-10 14:00:00,7719.57,9.281,1,14,5,9754.97,7643.31,944.2399999999988
2015-01-10 15:00:00,7917.25,9.026,1,15,5,9720.19,7872.7,991.5575000000008
2015-01-10 16:00:00,7894.64,9.081,1,16,5,9810.86,7827.85,937.8500000000004
2015-01-10 17:00:00,7778.25,9.071,1,17,5,9578.28,7752.22,850.8899999999994
2015-01-10 18:00:00,7586.98,8.97,1,18,5,9481.77,7550.28,706.5299999999997
2015-01-10 19:00:00,7328.71,8.513,1,19,5,9118.65,7343.85,540.0300000000007
2015-01-10 20:00:00,6895.83,7.504,1,20,5,8534.12,6921.65,441.3074999999999
2015-01-10 21:00:00,6579.31,5.892,1,21,5,8028.34,6734.35,282.1050000000005
2015-01-10 22:00:00,6393.03,4.191,1,22,5,7601.15,6409.92,388.3900000000003
2015-01-10 23:00:00,6177.33,2.59,1,23,5,7384.07,6120.2,405.0524999999998
2015-01-11 00:00:00,6090.04,1.322,1,0,6,7403.68,5987.89,361.6324999999997
2015-01-11 01:00:00,6147.7,0.344,1,1,6,7298.07,6066.51,464.9224999999997
2015-01-11 02:00:00,6108.33,-0.505,1,2,6,7178.98,6039.46,543.3425000000007
2015-01-11 03:00:00,6093.25,-1.321,1,3,6,7258.38,6002.41,576.932499999999
2015-01-11 04:00:00,6079.36,-1.884,1,4,6,7644.43,5942.26,601.6074999999992
2015-01-11 05:00:00,6328.67,-1.964,1,5,6,8732.17,6133.26,866.8299999999999
2015-01-11 06:00:00,6578.12,-1.622,1,6,6,9204.79,6336.43,1126.874999999999
2015-01-11 07:00:00,6883.8,-0.925,1,7,6,9240.23,6558.13,1415.5725000000002
2015-01-11 08:00:00,7411.67,-0.001,1,8,6,9395.54,7105.16,1488.2749999999996
2015-01-11 09:00:00,7868.33,0.896,1,9,6,9448.38,7518.65,1559.0649999999996
2015-01-11 10:00:00,7999.55,1.601,1,10,6,9438.83,7703.44,1519.1549999999995
2015-01-11 11:00:00,7954.5,1.923,1,11,6,9458.45,7662.01,1362.1200000000008
2015-01-11 12:00:00,7919.27,1.861,1,12,6,9437.48,7662.36,1278.3225000000002
2015-01-11 13:00:00,7912.15,1.518,1,13,6,9354.44,7641.94,1231.8925
2015-01-11 14:00:00,7928.44,0.983,1,14,6,9438.65,7716.96,1153.1099999999988
2015-01-11 15:00:00,7999.7,0.593,1,15,6,9508.3,7878.83,1074.0075000000006
2015-01-11 16:00:00,8139.92,0.526,1,16,6,9458.17,8095.08,1183.13
2015-01-11 17:00:00,8163.49,0.441,1,17,6,9176.38,8090.63,1236.1299999999992
2015-01-11 18:00:00,8097.45,0.385,1,18,6,9025.46,7943.93,1217.0
2015-01-11 19:00:00,7936.6,0.405,1,19,6,8594.48,7763.43,1147.920000000001
2015-01-11 20:00:00,7566.06,0.41,1,20,6,8004.0,7307.98,1111.5375000000004
2015-01-11 21:00:00,7313.53,0.424,1,21,6,7477.86,7096.98,1016.3249999999998
2015-01-11 22:00:00,7024.36,0.435,1,22,6,7100.44,6796.81,1019.7200000000004
2015-01-11 23:00:00,6919.31,0.446,1,23,6,6597.51,6714.7,1147.0325000000005
2015-01-12 00:00:00,7039.31,0.576,1,0,0,6470.88,6803.09,1310.9025
2015-01-12 01:00:00,6949.05,0.602,1,1,0,6476.5,6762.05,1266.2725
2015-01-12 02:00:00,6831.09,0.604,1,2,0,6430.83,6622.1,1266.1025000000009
2015-01-12 03:00:00,6894.11,0.602,1,3,0,6415.89,6755.88,1377.7924999999989
2015-01-12 04:00:00,7391.85,0.644,1,4,0,6381.2,7238.31,1914.0975
2015-01-12 05:00:00,8576.55,0.731,1,5,0,6681.96,8343.26,3114.709999999999
2015-01-12 06:00:00,9173.48,0.845,1,6,0,6976.71,8940.99,3722.234999999999
2015-01-12 07:00:00,9279.69,1.193,1,7,0,7225.07,9080.77,3811.462500000001
2015-01-12 08:00:00,9452.88,1.869,1,8,0,7628.11,9236.91,3529.4849999999988
2015-01-12 09:00:00,9411.73,2.463,1,9,0,7979.17,9298.83,3102.4649999999992
2015-01-12 10:00:00,9390.95,2.836,1,10,0,8149.33,9323.01,2910.5550000000003
2015-01-12 11:00:00,9524.04,3.006,1,11,0,8005.1,9419.92,2931.6600000000017
2015-01-12 12:00:00,9561.37,3.015,1,12,0,7852.84,9472.88,2920.4225000000006
2015-01-12 13:00:00,9475.16,2.797,1,13,0,7735.86,9320.14,2794.9025
2015-01-12 14:00:00,9512.66,2.323,1,14,0,7719.57,9400.85,2737.329999999999
2015-01-12 15:00:00,9456.36,1.9,1,15,0,7917.25,9499.23,2530.6675000000014
2015-01-12 16:00:00,9517.49,1.771,1,16,0,7894.64,9530.37,2560.7
2015-01-12 17:00:00,9309.48,1.677,1,17,0,7778.25,9342.89,2382.119999999999
2015-01-12 18:00:00,9224.59,1.586,1,18,0,7586.98,9224.95,2344.1400000000003
2015-01-12 19:00:00,8883.42,1.501,1,19,0,7328.71,8818.0,2094.7400000000007
2015-01-12 20:00:00,8273.69,1.372,1,20,0,6895.83,8326.87,1819.1675000000005
2015-01-12 21:00:00,7749.06,1.149,1,21,0,6579.31,7815.13,1451.8550000000005
2015-01-12 22:00:00,7305.65,0.957,1,22,0,6393.03,7392.2,1301.0100000000002
2015-01-12 23:00:00,7119.69,0.887,1,23,0,6177.33,7161.58,1347.4124999999997
2015-01-13 00:00:00,7156.35,0.777,1,0,1,6090.04,7192.18,1427.9425
2015-01-13 01:00:00,7059.84,0.543,1,1,1,6147.7,7120.78,1377.0625
2015-01-13 02:00:00,6947.27,0.193,1,2,1,6108.33,6992.29,1382.2825000000012
2015-01-13 03:00:00,7016.23,-0.177,1,3,1,6093.25,7062.87,1499.9124999999983
2015-01-13 04:00:00,7508.36,-0.528,1,4,1,6079.36,7480.1,2030.6074999999992
2015-01-13 05:00:00,8623.05,-0.835,1,5,1,6328.67,8560.81,3161.209999999999
2015-01-13 06:00:00,9167.54,-1.076,1,6,1,6578.12,9071.45,3716.295
2015-01-13 07:00:00,9206.08,-0.463,1,7,1,6883.8,9131.64,3737.8525
2015-01-13 08:00:00,9154.13,1.175,1,8,1,7411.67,9230.48,3230.7349999999988
2015-01-13 09:00:00,9002.17,3.189,1,9,1,7868.33,9226.03,2692.905
2015-01-13 10:00:00,8978.93,5.122,1,10,1,7999.55,9195.01,2498.535
2015-01-13 11:00:00,8950.38,6.485,1,11,1,7954.5,9285.43,2358.0
2015-01-13 12:00:00,8932.84,6.962,1,12,1,7919.27,9253.64,2291.8925
2015-01-13 13:00:00,8783.28,6.284,1,13,1,7912.15,9129.36,2103.022500000001
2015-01-13 14:00:00,8840.63,4.322,1,14,1,7928.44,9228.01,2065.2999999999984
2015-01-13 15:00:00,8996.05,2.538,1,15,1,7999.7,9393.65,2070.3575
2015-01-13 16:00:00,9328.67,2.068,1,16,1,8139.92,9673.13,2371.88
2015-01-13 17:00:00,9210.79,1.722,1,17,1,8163.49,9518.67,2283.4300000000003
2015-01-13 18:00:00,9132.11,1.463,1,18,1,8097.45,9490.4,2251.6600000000008
2015-01-13 19:00:00,8873.95,1.188,1,19,1,7936.6,9101.17,2085.2700000000013
2015-01-13 20:00:00,8250.07,0.985,1,20,1,7566.06,8551.71,1795.5474999999997
2015-01-13 21:00:00,7746.59,0.984,1,21,1,7313.53,8049.0,1449.3850000000002
2015-01-13 22:00:00,7300.94,1.047,1,22,1,7024.36,7629.86,1296.3000000000002
2015-01-13 23:00:00,7095.78,1.168,1,23,1,6919.31,7411.19,1323.5024999999996
2015-01-14 00:00:00,7099.43,1.339,1,0,2,7039.31,7474.7,1371.0225
2015-01-14 01:00:00,6996.85,1.488,1,1,2,6949.05,7386.94,1314.0725000000002
2015-01-14 02:00:00,6891.02,1.601,1,2,2,6831.09,7264.08,1326.0325000000012
2015-01-14 03:00:00,6991.5,1.61,1,3,2,6894.11,7336.79,1475.182499999999
2015-01-14 04:00:00,7447.25,1.615,1,4,2,7391.85,7799.69,1969.4974999999995
2015-01-14 05:00:00,8597.18,1.609,1,5,2,8576.55,8878.99,3135.34
2015-01-14 06:00:00,9078.52,1.461,1,6,2,9173.48,9396.92,3627.275
2015-01-14 07:00:00,9115.24,1.787,1,7,2,9279.69,9453.78,3647.0125
2015-01-14 08:00:00,9209.38,2.993,1,8,2,9452.88,9625.23,3285.9849999999988
2015-01-14 09:00:00,9138.5,4.38,1,9,2,9411.73,9667.28,2829.235
2015-01-14 10:00:00,9176.86,5.465,1,10,2,9390.95,9677.75,2696.465
2015-01-14 11:00:00,9269.45,5.716,1,11,2,9524.04,9760.21,2677.070000000001
2015-01-14 12:00:00,9288.73,5.406,1,12,2,9561.37,9796.87,2647.7825
2015-01-14 13:00:00,9214.15,4.619,1,13,2,9475.16,9696.81,2533.8925
2015-01-14 14:00:00,9276.47,2.988,1,14,2,9512.66,9806.48,2501.1399999999985
2015-01-14 15:00:00,9325.67,1.407,1,15,2,9456.36,9800.54,2399.977500000001
2015-01-14 16:00:00,9456.49,1.228,1,16,2,9517.49,9901.87,2499.7
2015-01-14 17:00:00,9253.12,1.419,1,17,2,9309.48,9715.91,2325.76
2015-01-14 18:00:00,9188.35,1.736,1,18,2,9224.59,9615.23,2307.9000000000005
2015-01-14 19:00:00,8909.78,1.894,1,19,2,8883.42,9262.91,2121.1000000000013
2015-01-14 20:00:00,8319.63,1.65,1,20,2,8273.69,8682.82,1865.1074999999992
2015-01-14 21:00:00,7787.11,1.204,1,21,2,7749.06,8167.01,1489.9049999999995
2015-01-14 22:00:00,7380.9,0.74,1,22,2,7305.65,7736.7,1376.2600000000002
2015-01-14 23:00:00,7141.32,0.232,1,23,2,7119.69,7505.19,1369.0424999999996
2015-01-15 00:00:00,7176.54,-0.523,1,0,3,7156.35,7549.63,1448.1324999999997
2015-01-15 01:00:00,7087.96,-1.354,1,1,3,7059.84,7485.12,1405.1825
2015-01-15 02:00:00,6984.74,-2.151,1,2,3,6947.27,7378.78,1419.7525000000005
2015-01-15 03:00:00,7116.19,-2.721,1,3,3,7016.23,7443.1,1599.8724999999986
2015-01-15 04:00:00,7596.53,-2.923,1,4,3,7508.36,7879.07,2118.7774999999992
2015-01-15 05:00:00,8707.37,-2.855,1,5,3,8623.05,8940.65,3245.5300000000007
2015-01-15 06:00:00,9147.75,-2.653,1,6,3,9167.54,9433.89,3696.504999999999
2015-01-15 07:00:00,9206.27,-1.695,1,7,3,9206.08,9544.09,3738.042500000001
2015-01-15 08:00:00,9350.94,-0.282,1,8,3,9154.13,9642.39,3427.545
2015-01-15 09:00:00,9265.77,1.034,1,9,3,9002.17,9644.49,2956.505
2015-01-15 10:00:00,9194.58,2.327,1,10,3,8978.93,9594.81,2714.1849999999995
2015-01-15 11:00:00,9287.51,3.198,1,11,3,8950.38,9725.05,2695.130000000001
2015-01-15 12:00:00,9284.12,3.459,1,12,3,8932.84,9691.69,2643.1725000000006
2015-01-15 13:00:00,9203.64,3.155,1,13,3,8783.28,9677.45,2523.3825
2015-01-15 14:00:00,9298.27,1.952,1,14,3,8840.63,9754.97,2522.94
2015-01-15 15:00:00,9353.66,0.756,1,15,3,8996.05,9720.19,2427.9675000000007
2015-01-15 16:00:00,9523.1,0.635,1,16,3,9328.67,9810.86,2566.3100000000004
2015-01-15 17:00:00,9321.48,0.516,1,17,3,9210.79,9578.28,2394.119999999999
2015-01-15 18:00:00,9228.72,0.404,1,18,3,9132.11,9481.77,2348.2699999999995
2015-01-15 19:00:00,8884.33,0.365,1,19,3,8873.95,9118.65,2095.6500000000005
2015-01-15 20:00:00,8333.76,0.546,1,20,3,8250.07,8534.12,1879.2375
2015-01-15 21:00:00,7794.88,0.698,1,21,3,7746.59,8028.34,1497.6750000000002
2015-01-15 22:00:00,7366.68,0.824,1,22,3,7300.94,7601.15,1362.0400000000009
2015-01-15 23:00:00,7135.84,0.851,1,23,3,7095.78,7384.07,1363.5625
2015-01-16 00:00:00,7178.1,0.795,1,0,4,7099.43,7403.68,1449.6925
2015-01-16 01:00:00,7040.09,0.601,1,1,4,6996.85,7298.07,1357.3125
2015-01-16 02:00:00,6934.07,0.377,1,2,4,6891.02,7178.98,1369.0825000000004
2015-01-16 03:00:00,7054.93,0.29,1,3,4,6991.5,7258.38,1538.6124999999993
2015-01-16 04:00:00,7511.93,0.263,1,4,4,7447.25,7644.43,2034.1775
2015-01-16 05:00:00,8591.1,0.185,1,5,4,8597.18,8732.17,3129.26
2015-01-16 06:00:00,9116.23,0.181,1,6,4,9078.52,9204.79,3664.984999999999
2015-01-16 07:00:00,9173.14,0.646,1,7,4,9115.24,9240.23,3704.9125
2015-01-16 08:00:00,9256.97,1.794,1,8,4,9209.38,9395.54,3333.574999999999
2015-01-16 09:00:00,9226.82,2.767,1,9,4,9138.5,9448.38,2917.5549999999994
2015-01-16 10:00:00,9167.05,3.627,1,10,4,9176.86,9438.83,2686.654999999999
2015-01-16 11:00:00,9202.3,4.136,1,11,4,9269.45,9458.45,2609.92
2015-01-16 12:00:00,9178.76,4.123,1,12,4,9288.73,9437.48,2537.8125
2015-01-16 13:00:00,9073.7,3.513,1,13,4,9214.15,9354.44,2393.442500000001
2015-01-16 14:00:00,9199.51,2.347,1,14,4,9276.47,9438.65,2424.1799999999994
2015-01-16 15:00:00,9182.02,1.111,1,15,4,9325.67,9508.3,2256.327500000001
2015-01-16 16:00:00,9245.43,0.606,1,16,4,9456.49,9458.17,2288.6400000000003
2015-01-16 17:00:00,8995.87,0.335,1,17,4,9253.12,9176.38,2068.51
2015-01-16 18:00:00,8859.02,0.355,1,18,4,9188.35,9025.46,1978.5700000000008
2015-01-16 19:00:00,8422.26,0.453,1,19,4,8909.78,8594.48,1633.5800000000008
2015-01-16 20:00:00,7851.49,0.524,1,20,4,8319.63,8004.0,1396.9674999999995
2015-01-16 21:00:00,7285.8,0.796,1,21,4,7787.11,7477.86,988.5950000000004
2015-01-16 22:00:00,6954.3,1.074,1,22,4,7380.9,7100.44,949.6600000000008
2015-01-16 23:00:00,6465.99,1.258,1,23,4,7141.32,6597.51,693.7124999999996
2015-01-17 00:00:00,6343.53,1.357,1,0,5,7176.54,6470.88,615.1224999999995
2015-01-17 01:00:00,6341.23,1.348,1,1,5,7087.96,6476.5,658.4524999999994
2015-01-17 02:00:00,6342.54,1.272,1,2,5,6984.74,6430.83,777.5525000000007
2015-01-17 03:00:00,6309.55,1.195,1,3,5,7116.19,6415.89,793.2324999999992
2015-01-17 04:00:00,6293.63,1.093,1,4,5,7596.53,6381.2,815.8774999999996
2015-01-17 05:00:00,6647.24,1.034,1,5,5,8707.37,6681.96,1185.3999999999996
2015-01-17 06:00:00,6957.2,1.044,1,6,5,9147.75,6976.71,1505.954999999999
2015-01-17 07:00:00,7235.69,1.29,1,7,5,9206.27,7225.07,1767.4624999999996
2015-01-17 08:00:00,7805.58,1.794,1,8,5,9350.94,7628.11,1882.1849999999995
2015-01-17 09:00:00,8099.13,2.386,1,9,5,9265.77,7979.17,1789.8649999999998
2015-01-17 10:00:00,8201.43,2.949,1,10,5,9194.58,8149.33,1721.035
2015-01-17 11:00:00,8147.12,3.246,1,11,5,9287.51,8005.1,1554.7400000000007
2015-01-17 12:00:00,8125.04,3.231,1,12,5,9284.12,7852.84,1484.0924999999995
2015-01-17 13:00:00,8002.31,2.891,1,13,5,9203.64,7735.86,1322.0525000000007
2015-01-17 14:00:00,8015.08,2.018,1,14,5,9298.27,7719.57,1239.749999999999
2015-01-17 15:00:00,8044.58,1.227,1,15,5,9353.66,7917.25,1118.8875000000007
2015-01-17 16:00:00,7975.67,0.984,1,16,5,9523.1,7894.64,1018.88
2015-01-17 17:00:00,7924.88,0.78,1,17,5,9321.48,7778.25,997.5199999999996
2015-01-17 18:00:00,7715.26,0.606,1,18,5,9228.72,7586.98,834.8100000000004
2015-01-17 19:00:00,7541.86,0.394,1,19,5,8884.33,7328.71,753.1800000000003
2015-01-17 20:00:00,7038.36,0.214,1,20,5,8333.76,6895.83,583.8374999999996
2015-01-17 21:00:00,6749.25,0.053,1,21,5,7794.88,6579.31,452.0450000000001
2015-01-17 22:00:00,6457.51,-0.109,1,22,5,7366.68,6393.03,452.8700000000008
2015-01-17 23:00:00,6234.38,-0.191,1,23,5,7135.84,6177.33,462.1025
2015-01-18 00:00:00,6125.1,-0.238,1,0,6,7178.1,6090.04,396.6925000000001
2015-01-18 01:00:00,6165.0,-0.388,1,1,6,7040.09,6147.7,482.2224999999999
2015-01-18 02:00:00,6136.35,-0.588,1,2,6,6934.07,6108.33,571.3625000000011
2015-01-18 03:00:00,6073.67,-0.78,1,3,6,7054.93,6093.25,557.352499999999
2015-01-18 04:00:00,6028.56,-1.038,1,4,6,7511.93,6079.36,550.8074999999999
2015-01-18 05:00:00,6268.6,-1.304,1,5,6,8591.1,6328.67,806.7600000000002
2015-01-18 06:00:00,6560.03,-1.503,1,6,6,9116.23,6578.12,1108.784999999999
2015-01-18 07:00:00,6835.51,-0.726,1,7,6,9173.14,6883.8,1367.2825000000005
2015-01-18 08:00:00,7421.5,0.784,1,8,6,9256.97,7411.67,1498.1049999999996
2015-01-18 09:00:00,7865.2,2.126,1,9,6,9226.82,7868.33,1555.9349999999995
2015-01-18 10:00:00,7992.56,2.964,1,10,6,9167.05,7999.55,1512.165
2015-01-18 11:00:00,7862.37,3.286,1,11,6,9202.3,7954.5,1269.9900000000007
2015-01-18 12:00:00,7772.47,3.349,1,12,6,9178.76,7919.27,1131.5225
2015-01-18 13:00:00,7750.95,3.011,1,13,6,9073.7,7912.15,1070.6925
2015-01-18 14:00:00,7724.75,1.455,1,14,6,9199.51,7928.44,949.4199999999992
2015-01-18 15:00:00,7862.37,-0.058,1,15,6,9182.02,7999.7,936.6775000000008
2015-01-18 16:00:00,8036.73,-0.754,1,16,6,9245.43,8139.92,1079.9399999999996
2015-01-18 17:00:00,8096.9,-1.354,1,17,6,8995.87,8163.49,1169.539999999999
2015-01-18 18:00:00,8010.77,-1.848,1,18,6,8859.02,8097.45,1130.3200000000006
2015-01-18 19:00:00,7812.8,-2.161,1,19,6,8422.26,7936.6,1024.1200000000008
2015-01-18 20:00:00,7470.45,-2.272,1,20,6,7851.49,7566.06,1015.9274999999998
2015-01-18 21:00:00,7346.81,-2.242,1,21,6,7285.8,7313.53,1049.6050000000005
2015-01-18 22:00:00,6988.95,-2.222,1,22,6,6954.3,7024.36,984.3100000000004
2015-01-18 23:00:00,6841.01,-2.247,1,23,6,6465.99,6919.31,1068.7325
2015-01-19 00:00:00,6926.94,-2.351,1,0,0,6343.53,7039.31,1198.5324999999991
2015-01-19 01:00:00,6836.84,-2.457,1,1,0,6341.23,6949.05,1154.0625
2015-01-19 02:00:00,6699.26,-2.508,1,2,0,6342.54,6831.09,1134.272500000001
2015-01-19 03:00:00,6785.2,-2.5,1,3,0,6309.55,6894.11,1268.8824999999988
2015-01-19 04:00:00,7287.48,-2.542,1,4,0,6293.63,7391.85,1809.727499999999
2015-01-19 05:00:00,8424.52,-2.547,1,5,0,6647.24,8576.55,2962.6800000000003
2015-01-19 06:00:00,9046.53,-2.514,1,6,0,6957.2,9173.48,3595.285
2015-01-19 07:00:00,9187.54,-1.761,1,7,0,7235.69,9279.69,3719.312500000001
2015-01-19 08:00:00,9397.59,-0.378,1,8,0,7805.58,9452.88,3474.195
2015-01-19 09:00:00,9427.84,0.903,1,9,0,8099.13,9411.73,3118.575
2015-01-19 10:00:00,9439.11,1.714,1,10,0,8201.43,9390.95,2958.715
2015-01-19 11:00:00,9572.59,2.209,1,11,0,8147.12,9524.04,2980.210000000001
2015-01-19 12:00:00,9544.73,2.368,1,12,0,8125.04,9561.37,2903.7825
2015-01-19 13:00:00,9466.08,2.079,1,13,0,8002.31,9475.16,2785.8225
2015-01-19 14:00:00,9518.77,0.698,1,14,0,8015.08,9512.66,2743.44
2015-01-19 15:00:00,9417.36,-0.769,1,15,0,8044.58,9456.36,2491.6675000000014
2015-01-19 16:00:00,9501.07,-1.153,1,16,0,7975.67,9517.49,2544.28
2015-01-19 17:00:00,9351.57,-1.285,1,17,0,7924.88,9309.48,2424.209999999999
2015-01-19 18:00:00,9267.61,-1.388,1,18,0,7715.26,9224.59,2387.1600000000008
2015-01-19 19:00:00,8851.16,-1.538,1,19,0,7541.86,8883.42,2062.4800000000005
2015-01-19 20:00:00,8272.22,-1.834,1,20,0,7038.36,8273.69,1817.6974999999995
2015-01-19 21:00:00,7742.51,-2.093,1,21,0,6749.25,7749.06,1445.3050000000003
2015-01-19 22:00:00,7328.68,-2.325,1,22,0,6457.51,7305.65,1324.0400000000009
2015-01-19 23:00:00,7099.29,-2.475,1,23,0,6234.38,7119.69,1327.0124999999998
2015-01-20 00:00:00,7105.97,-2.613,1,0,1,6125.1,7156.35,1377.5625
2015-01-20 01:00:00,6998.9,-2.692,1,1,1,6165.0,7059.84,1316.1224999999995
2015-01-20 02:00:00,6908.43,-2.732,1,2,1,6136.35,6947.27,1343.442500000001
2015-01-20 03:00:00,6998.42,-2.747,1,3,1,6073.67,7016.23,1482.102499999999
2015-01-20 04:00:00,7483.37,-2.746,1,4,1,6028.56,7508.36,2005.6174999999996
2015-01-20 05:00:00,8589.91,-2.689,1,5,1,6268.6,8623.05,3128.07
2015-01-20 06:00:00,9121.5,-2.483,1,6,1,6560.03,9167.54,3670.254999999999
2015-01-20 07:00:00,9338.36,-1.658,1,7,1,6835.51,9206.08,3870.1325000000006
2015-01-20 08:00:00,9501.08,-0.703,1,8,1,7421.5,9154.13,3577.6849999999995
2015-01-20 09:00:00,9445.79,0.121,1,9,1,7865.2,9002.17,3136.5250000000005
2015-01-20 10:00:00,9420.72,0.697,1,10,1,7992.56,8978.93,2940.324999999999
2015-01-20 11:00:00,9424.48,1.033,1,11,1,7862.37,8950.38,2832.1000000000004
2015-01-20 12:00:00,9493.48,1.1,1,12,1,7772.47,8932.84,2852.5325
2015-01-20 13:00:00,9453.07,0.822,1,13,1,7750.95,8783.28,2772.8125
